constraint_id,prompt_id,constraint_type,check_text,object_1,object_2,object_1_group,object_2_group,relation,relation_text,target_object,target_object_group,target_count,attribute,attribute_category,attribute_1,attribute_1_category,attribute_2,attribute_2_category,object_slot,attribute_slot
single_cardinality_013_identity_object_1,single_cardinality_013,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
single_cardinality_013_cardinality,single_cardinality_013,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 5 visible instances.,coin,,small_items,,,,coin,small_items,5,,,,,,,object_1,
single_cardinality_014_identity_object_1,single_cardinality_014,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
single_cardinality_014_cardinality,single_cardinality_014,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,flat washer,,small_items,,,,flat washer,small_items,5,,,,,,,object_1,
single_cardinality_015_identity_object_1,single_cardinality_015,object_identity,The object in object_1 should be identifiable as a thumbtack.,thumbtack,,small_items,,,,thumbtack,small_items,,,,,,,,object_1,
single_cardinality_015_cardinality,single_cardinality_015,cardinality,The dominant generated object group corresponding to the requested thumbtack slot should contain exactly 5 visible instances.,thumbtack,,small_items,,,,thumbtack,small_items,5,,,,,,,object_1,
single_cardinality_016_identity_object_1,single_cardinality_016,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
single_cardinality_016_cardinality,single_cardinality_016,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 5 visible instances.,flat washer,,small_items,,,,flat washer,small_items,5,,,,,,,object_1,
single_cardinality_017_identity_object_1,single_cardinality_017,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
single_cardinality_017_cardinality,single_cardinality_017,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 5 visible instances.,paper clip,,small_items,,,,paper clip,small_items,5,,,,,,,object_1,
single_cardinality_018_identity_object_1,single_cardinality_018,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
single_cardinality_018_cardinality,single_cardinality_018,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 5 visible instances.,rubber band,,small_items,,,,rubber band,small_items,5,,,,,,,object_1,
single_cardinality_019_identity_object_1,single_cardinality_019,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
single_cardinality_019_cardinality,single_cardinality_019,cardinality,The dominant generated object group corresponding to the requested button slot should contain exactly 6 visible instances.,button,,small_items,,,,button,small_items,6,,,,,,,object_1,
single_cardinality_020_identity_object_1,single_cardinality_020,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
single_cardinality_020_cardinality,single_cardinality_020,cardinality,The dominant generated object group corresponding to the requested coin slot should contain exactly 6 visible instances.,coin,,small_items,,,,coin,small_items,6,,,,,,,object_1,
single_cardinality_021_identity_object_1,single_cardinality_021,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
single_cardinality_021_cardinality,single_cardinality_021,cardinality,The dominant generated object group corresponding to the requested rubber band slot should contain exactly 6 visible instances.,rubber band,,small_items,,,,rubber band,small_items,6,,,,,,,object_1,
single_cardinality_022_identity_object_1,single_cardinality_022,object_identity,The object in object_1 should be identifiable as a bottle cap.,bottle cap,,small_items,,,,bottle cap,small_items,,,,,,,,object_1,
single_cardinality_022_cardinality,single_cardinality_022,cardinality,The dominant generated object group corresponding to the requested bottle cap slot should contain exactly 6 visible instances.,bottle cap,,small_items,,,,bottle cap,small_items,6,,,,,,,object_1,
single_cardinality_023_identity_object_1,single_cardinality_023,object_identity,The object in object_1 should be identifiable as a flat washer.,flat washer,,small_items,,,,flat washer,small_items,,,,,,,,object_1,
single_cardinality_023_cardinality,single_cardinality_023,cardinality,The dominant generated object group corresponding to the requested flat washer slot should contain exactly 6 visible instances.,flat washer,,small_items,,,,flat washer,small_items,6,,,,,,,object_1,
single_cardinality_024_identity_object_1,single_cardinality_024,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
single_cardinality_024_cardinality,single_cardinality_024,cardinality,The dominant generated object group corresponding to the requested paper clip slot should contain exactly 6 visible instances.,paper clip,,small_items,,,,paper clip,small_items,6,,,,,,,object_1,
combined_spatial_attribute_001_identity_object_1,combined_spatial_attribute_001,object_identity,The object in object_1 should be identifiable as a die.,die,,small_items,,,,die,small_items,,,,,,,,object_1,
combined_spatial_attribute_001_identity_object_2,combined_spatial_attribute_001,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_attribute_001_attr_presence_object_1,combined_spatial_attribute_001,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_spatial_attribute_001_attr_presence_object_2,combined_spatial_attribute_001,attribute_presence,The visual attribute 'yellow-and-green polka-dotted' should be clearly present in the image.,,,,,,,,,,yellow-and-green polka-dotted,pattern_texture,,,yellow-and-green polka-dotted,pattern_texture,,object_2
combined_spatial_attribute_001_attr_binding_object_1,combined_spatial_attribute_001,attribute_binding,The die in object_1 should have the 'ceramic' visual attribute.,die,,small_items,,,,die,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_spatial_attribute_001_attr_binding_object_2,combined_spatial_attribute_001,attribute_binding,The small box in object_2 should have the 'yellow-and-green polka-dotted' visual attribute.,,small box,,containers,,,small box,containers,,yellow-and-green polka-dotted,pattern_texture,,,yellow-and-green polka-dotted,pattern_texture,object_2,object_2
combined_spatial_attribute_001_spatial,combined_spatial_attribute_001,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,die,small box,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_002_identity_object_1,combined_spatial_attribute_002,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
combined_spatial_attribute_002_identity_object_2,combined_spatial_attribute_002,object_identity,The object in object_2 should be identifiable as a serving bowl.,,serving bowl,,containers,,,serving bowl,containers,,,,,,,,object_2,
combined_spatial_attribute_002_attr_presence_object_1,combined_spatial_attribute_002,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_spatial_attribute_002_attr_presence_object_2,combined_spatial_attribute_002,attribute_presence,The visual attribute 'white speckled' should be clearly present in the image.,,,,,,,,,,white speckled,pattern_texture,,,white speckled,pattern_texture,,object_2
combined_spatial_attribute_002_attr_binding_object_1,combined_spatial_attribute_002,attribute_binding,The paper clip in object_1 should have the 'glossy white' visual attribute.,paper clip,,small_items,,,,paper clip,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_spatial_attribute_002_attr_binding_object_2,combined_spatial_attribute_002,attribute_binding,The serving bowl in object_2 should have the 'white speckled' visual attribute.,,serving bowl,,containers,,,serving bowl,containers,,white speckled,pattern_texture,,,white speckled,pattern_texture,object_2,object_2
combined_spatial_attribute_002_spatial,combined_spatial_attribute_002,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,paper clip,serving bowl,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_003_identity_object_1,combined_spatial_attribute_003,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_attribute_003_identity_object_2,combined_spatial_attribute_003,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_attribute_003_attr_presence_object_1,combined_spatial_attribute_003,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_spatial_attribute_003_attr_presence_object_2,combined_spatial_attribute_003,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,,,transparent glass,material_finish,,object_2
combined_spatial_attribute_003_attr_binding_object_1,combined_spatial_attribute_003,attribute_binding,The safety pin in object_1 should have the 'glossy white' visual attribute.,safety pin,,small_items,,,,safety pin,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_spatial_attribute_003_attr_binding_object_2,combined_spatial_attribute_003,attribute_binding,The small box in object_2 should have the 'transparent glass' visual attribute.,,small box,,containers,,,small box,containers,,transparent glass,material_finish,,,transparent glass,material_finish,object_2,object_2
combined_spatial_attribute_003_spatial,combined_spatial_attribute_003,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,safety pin,small box,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_004_identity_object_1,combined_spatial_attribute_004,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_spatial_attribute_004_identity_object_2,combined_spatial_attribute_004,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_attribute_004_attr_presence_object_1,combined_spatial_attribute_004,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,matte black,material_finish,,,,object_1
combined_spatial_attribute_004_attr_presence_object_2,combined_spatial_attribute_004,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,,,plastic,material_finish,,object_2
combined_spatial_attribute_004_attr_binding_object_1,combined_spatial_attribute_004,attribute_binding,The button in object_1 should have the 'matte black' visual attribute.,button,,small_items,,,,button,small_items,,matte black,material_finish,matte black,material_finish,,,object_1,object_1
combined_spatial_attribute_004_attr_binding_object_2,combined_spatial_attribute_004,attribute_binding,The small box in object_2 should have the 'plastic' visual attribute.,,small box,,containers,,,small box,containers,,plastic,material_finish,,,plastic,material_finish,object_2,object_2
combined_spatial_attribute_004_spatial,combined_spatial_attribute_004,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,button,small box,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_005_identity_object_1,combined_spatial_attribute_005,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_attribute_005_identity_object_2,combined_spatial_attribute_005,object_identity,The object in object_2 should be identifiable as a food container.,,food container,,containers,,,food container,containers,,,,,,,,object_2,
combined_spatial_attribute_005_attr_presence_object_1,combined_spatial_attribute_005,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,plastic,material_finish,,,,object_1
combined_spatial_attribute_005_attr_presence_object_2,combined_spatial_attribute_005,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,,,matte black,material_finish,,object_2
combined_spatial_attribute_005_attr_binding_object_1,combined_spatial_attribute_005,attribute_binding,The safety pin in object_1 should have the 'plastic' visual attribute.,safety pin,,small_items,,,,safety pin,small_items,,plastic,material_finish,plastic,material_finish,,,object_1,object_1
combined_spatial_attribute_005_attr_binding_object_2,combined_spatial_attribute_005,attribute_binding,The food container in object_2 should have the 'matte black' visual attribute.,,food container,,containers,,,food container,containers,,matte black,material_finish,,,matte black,material_finish,object_2,object_2
combined_spatial_attribute_005_spatial,combined_spatial_attribute_005,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,safety pin,food container,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_006_identity_object_1,combined_spatial_attribute_006,object_identity,The object in object_1 should be identifiable as a bottle cap.,bottle cap,,small_items,,,,bottle cap,small_items,,,,,,,,object_1,
combined_spatial_attribute_006_identity_object_2,combined_spatial_attribute_006,object_identity,The object in object_2 should be identifiable as a cup.,,cup,,containers,,,cup,containers,,,,,,,,object_2,
combined_spatial_attribute_006_attr_presence_object_1,combined_spatial_attribute_006,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,reflective metallic,material_finish,,,,object_1
combined_spatial_attribute_006_attr_presence_object_2,combined_spatial_attribute_006,attribute_presence,The visual attribute 'white speckled' should be clearly present in the image.,,,,,,,,,,white speckled,pattern_texture,,,white speckled,pattern_texture,,object_2
combined_spatial_attribute_006_attr_binding_object_1,combined_spatial_attribute_006,attribute_binding,The bottle cap in object_1 should have the 'reflective metallic' visual attribute.,bottle cap,,small_items,,,,bottle cap,small_items,,reflective metallic,material_finish,reflective metallic,material_finish,,,object_1,object_1
combined_spatial_attribute_006_attr_binding_object_2,combined_spatial_attribute_006,attribute_binding,The cup in object_2 should have the 'white speckled' visual attribute.,,cup,,containers,,,cup,containers,,white speckled,pattern_texture,,,white speckled,pattern_texture,object_2,object_2
combined_spatial_attribute_006_spatial,combined_spatial_attribute_006,spatial_relation,The subject object for object_1 should be inside the subject object for object_2.,bottle cap,cup,small_items,containers,inside,inside,,,,,,,,,,,
combined_spatial_attribute_007_identity_object_1,combined_spatial_attribute_007,object_identity,The object in object_1 should be identifiable as a paper clip.,paper clip,,small_items,,,,paper clip,small_items,,,,,,,,object_1,
combined_spatial_attribute_007_identity_object_2,combined_spatial_attribute_007,object_identity,The object in object_2 should be identifiable as a serving bowl.,,serving bowl,,containers,,,serving bowl,containers,,,,,,,,object_2,
combined_spatial_attribute_007_attr_presence_object_1,combined_spatial_attribute_007,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_spatial_attribute_007_attr_presence_object_2,combined_spatial_attribute_007,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,,,transparent glass,material_finish,,object_2
combined_spatial_attribute_007_attr_binding_object_1,combined_spatial_attribute_007,attribute_binding,The paper clip in object_1 should have the 'glossy white' visual attribute.,paper clip,,small_items,,,,paper clip,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
combined_spatial_attribute_007_attr_binding_object_2,combined_spatial_attribute_007,attribute_binding,The serving bowl in object_2 should have the 'transparent glass' visual attribute.,,serving bowl,,containers,,,serving bowl,containers,,transparent glass,material_finish,,,transparent glass,material_finish,object_2,object_2
combined_spatial_attribute_007_spatial,combined_spatial_attribute_007,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,paper clip,serving bowl,small_items,containers,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_008_identity_object_1,combined_spatial_attribute_008,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_spatial_attribute_008_identity_object_2,combined_spatial_attribute_008,object_identity,The object in object_2 should be identifiable as a coin.,,coin,,small_items,,,coin,small_items,,,,,,,,object_2,
combined_spatial_attribute_008_attr_presence_object_1,combined_spatial_attribute_008,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,matte black,material_finish,,,,object_1
combined_spatial_attribute_008_attr_presence_object_2,combined_spatial_attribute_008,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,,,ceramic,material_finish,,object_2
combined_spatial_attribute_008_attr_binding_object_1,combined_spatial_attribute_008,attribute_binding,The button in object_1 should have the 'matte black' visual attribute.,button,,small_items,,,,button,small_items,,matte black,material_finish,matte black,material_finish,,,object_1,object_1
combined_spatial_attribute_008_attr_binding_object_2,combined_spatial_attribute_008,attribute_binding,The coin in object_2 should have the 'ceramic' visual attribute.,,coin,,small_items,,,coin,small_items,,ceramic,material_finish,,,ceramic,material_finish,object_2,object_2
combined_spatial_attribute_008_spatial,combined_spatial_attribute_008,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,button,coin,small_items,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_009_identity_object_1,combined_spatial_attribute_009,object_identity,The object in object_1 should be identifiable as a button.,button,,small_items,,,,button,small_items,,,,,,,,object_1,
combined_spatial_attribute_009_identity_object_2,combined_spatial_attribute_009,object_identity,The object in object_2 should be identifiable as a flat washer.,,flat washer,,small_items,,,flat washer,small_items,,,,,,,,object_2,
combined_spatial_attribute_009_attr_presence_object_1,combined_spatial_attribute_009,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,matte black,material_finish,,,,object_1
combined_spatial_attribute_009_attr_presence_object_2,combined_spatial_attribute_009,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,,,reflective metallic,material_finish,,object_2
combined_spatial_attribute_009_attr_binding_object_1,combined_spatial_attribute_009,attribute_binding,The button in object_1 should have the 'matte black' visual attribute.,button,,small_items,,,,button,small_items,,matte black,material_finish,matte black,material_finish,,,object_1,object_1
combined_spatial_attribute_009_attr_binding_object_2,combined_spatial_attribute_009,attribute_binding,The flat washer in object_2 should have the 'reflective metallic' visual attribute.,,flat washer,,small_items,,,flat washer,small_items,,reflective metallic,material_finish,,,reflective metallic,material_finish,object_2,object_2
combined_spatial_attribute_009_spatial,combined_spatial_attribute_009,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,button,flat washer,small_items,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_010_identity_object_1,combined_spatial_attribute_010,object_identity,The object in object_1 should be identifiable as a food container.,food container,,containers,,,,food container,containers,,,,,,,,object_1,
combined_spatial_attribute_010_identity_object_2,combined_spatial_attribute_010,object_identity,The object in object_2 should be identifiable as a plate.,,plate,,surfaces,,,plate,surfaces,,,,,,,,object_2,
combined_spatial_attribute_010_attr_presence_object_1,combined_spatial_attribute_010,attribute_presence,The visual attribute 'yellow-and-green polka-dotted' should be clearly present in the image.,,,,,,,,,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,,object_1
combined_spatial_attribute_010_attr_presence_object_2,combined_spatial_attribute_010,attribute_presence,The visual attribute 'blue-and-white striped' should be clearly present in the image.,,,,,,,,,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,,object_2
combined_spatial_attribute_010_attr_binding_object_1,combined_spatial_attribute_010,attribute_binding,The food container in object_1 should have the 'yellow-and-green polka-dotted' visual attribute.,food container,,containers,,,,food container,containers,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,object_1,object_1
combined_spatial_attribute_010_attr_binding_object_2,combined_spatial_attribute_010,attribute_binding,The plate in object_2 should have the 'blue-and-white striped' visual attribute.,,plate,,surfaces,,,plate,surfaces,,blue-and-white striped,pattern_texture,,,blue-and-white striped,pattern_texture,object_2,object_2
combined_spatial_attribute_010_spatial,combined_spatial_attribute_010,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,food container,plate,containers,surfaces,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_011_identity_object_1,combined_spatial_attribute_011,object_identity,The object in object_1 should be identifiable as a small box.,small box,,containers,,,,small box,containers,,,,,,,,object_1,
combined_spatial_attribute_011_identity_object_2,combined_spatial_attribute_011,object_identity,The object in object_2 should be identifiable as a button.,,button,,small_items,,,button,small_items,,,,,,,,object_2,
combined_spatial_attribute_011_attr_presence_object_1,combined_spatial_attribute_011,attribute_presence,The visual attribute 'yellow-and-green polka-dotted' should be clearly present in the image.,,,,,,,,,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,,object_1
combined_spatial_attribute_011_attr_presence_object_2,combined_spatial_attribute_011,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,,,plastic,material_finish,,object_2
combined_spatial_attribute_011_attr_binding_object_1,combined_spatial_attribute_011,attribute_binding,The small box in object_1 should have the 'yellow-and-green polka-dotted' visual attribute.,small box,,containers,,,,small box,containers,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,object_1,object_1
combined_spatial_attribute_011_attr_binding_object_2,combined_spatial_attribute_011,attribute_binding,The button in object_2 should have the 'plastic' visual attribute.,,button,,small_items,,,button,small_items,,plastic,material_finish,,,plastic,material_finish,object_2,object_2
combined_spatial_attribute_011_spatial,combined_spatial_attribute_011,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,small box,button,containers,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_012_identity_object_1,combined_spatial_attribute_012,object_identity,The object in object_1 should be identifiable as a plate.,plate,,surfaces,,,,plate,surfaces,,,,,,,,object_1,
combined_spatial_attribute_012_identity_object_2,combined_spatial_attribute_012,object_identity,The object in object_2 should be identifiable as a die.,,die,,small_items,,,die,small_items,,,,,,,,object_2,
combined_spatial_attribute_012_attr_presence_object_1,combined_spatial_attribute_012,attribute_presence,The visual attribute 'yellow-and-green polka-dotted' should be clearly present in the image.,,,,,,,,,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,,object_1
combined_spatial_attribute_012_attr_presence_object_2,combined_spatial_attribute_012,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,,,plastic,material_finish,,object_2
combined_spatial_attribute_012_attr_binding_object_1,combined_spatial_attribute_012,attribute_binding,The plate in object_1 should have the 'yellow-and-green polka-dotted' visual attribute.,plate,,surfaces,,,,plate,surfaces,,yellow-and-green polka-dotted,pattern_texture,yellow-and-green polka-dotted,pattern_texture,,,object_1,object_1
combined_spatial_attribute_012_attr_binding_object_2,combined_spatial_attribute_012,attribute_binding,The die in object_2 should have the 'plastic' visual attribute.,,die,,small_items,,,die,small_items,,plastic,material_finish,,,plastic,material_finish,object_2,object_2
combined_spatial_attribute_012_spatial,combined_spatial_attribute_012,spatial_relation,The subject object for object_1 should be to the left of the subject object for object_2.,plate,die,surfaces,small_items,left_of,to the left of,,,,,,,,,,,
combined_spatial_attribute_013_identity_object_1,combined_spatial_attribute_013,object_identity,The object in object_1 should be identifiable as a rubber band.,rubber band,,small_items,,,,rubber band,small_items,,,,,,,,object_1,
combined_spatial_attribute_013_identity_object_2,combined_spatial_attribute_013,object_identity,The object in object_2 should be identifiable as a cutting board.,,cutting board,,surfaces,,,cutting board,surfaces,,,,,,,,object_2,
combined_spatial_attribute_013_attr_presence_object_1,combined_spatial_attribute_013,attribute_presence,The visual attribute 'ceramic' should be clearly present in the image.,,,,,,,,,,ceramic,material_finish,ceramic,material_finish,,,,object_1
combined_spatial_attribute_013_attr_presence_object_2,combined_spatial_attribute_013,attribute_presence,The visual attribute 'yellow-and-green polka-dotted' should be clearly present in the image.,,,,,,,,,,yellow-and-green polka-dotted,pattern_texture,,,yellow-and-green polka-dotted,pattern_texture,,object_2
combined_spatial_attribute_013_attr_binding_object_1,combined_spatial_attribute_013,attribute_binding,The rubber band in object_1 should have the 'ceramic' visual attribute.,rubber band,,small_items,,,,rubber band,small_items,,ceramic,material_finish,ceramic,material_finish,,,object_1,object_1
combined_spatial_attribute_013_attr_binding_object_2,combined_spatial_attribute_013,attribute_binding,The cutting board in object_2 should have the 'yellow-and-green polka-dotted' visual attribute.,,cutting board,,surfaces,,,cutting board,surfaces,,yellow-and-green polka-dotted,pattern_texture,,,yellow-and-green polka-dotted,pattern_texture,object_2,object_2
combined_spatial_attribute_013_spatial,combined_spatial_attribute_013,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,rubber band,cutting board,small_items,surfaces,on_top_of,on top of,,,,,,,,,,,
combined_spatial_attribute_014_identity_object_1,combined_spatial_attribute_014,object_identity,The object in object_1 should be identifiable as a bottle cap.,bottle cap,,small_items,,,,bottle cap,small_items,,,,,,,,object_1,
combined_spatial_attribute_014_identity_object_2,combined_spatial_attribute_014,object_identity,The object in object_2 should be identifiable as a serving bowl.,,serving bowl,,containers,,,serving bowl,containers,,,,,,,,object_2,
combined_spatial_attribute_014_attr_presence_object_1,combined_spatial_attribute_014,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,reflective metallic,material_finish,,,,object_1
combined_spatial_attribute_014_attr_presence_object_2,combined_spatial_attribute_014,attribute_presence,The visual attribute 'plastic' should be clearly present in the image.,,,,,,,,,,plastic,material_finish,,,plastic,material_finish,,object_2
combined_spatial_attribute_014_attr_binding_object_1,combined_spatial_attribute_014,attribute_binding,The bottle cap in object_1 should have the 'reflective metallic' visual attribute.,bottle cap,,small_items,,,,bottle cap,small_items,,reflective metallic,material_finish,reflective metallic,material_finish,,,object_1,object_1
combined_spatial_attribute_014_attr_binding_object_2,combined_spatial_attribute_014,attribute_binding,The serving bowl in object_2 should have the 'plastic' visual attribute.,,serving bowl,,containers,,,serving bowl,containers,,plastic,material_finish,,,plastic,material_finish,object_2,object_2
combined_spatial_attribute_014_spatial,combined_spatial_attribute_014,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,bottle cap,serving bowl,small_items,containers,on_top_of,on top of,,,,,,,,,,,
combined_spatial_attribute_015_identity_object_1,combined_spatial_attribute_015,object_identity,The object in object_1 should be identifiable as a coin.,coin,,small_items,,,,coin,small_items,,,,,,,,object_1,
combined_spatial_attribute_015_identity_object_2,combined_spatial_attribute_015,object_identity,The object in object_2 should be identifiable as a tray.,,tray,,containers,,,tray,containers,,,,,,,,object_2,
combined_spatial_attribute_015_attr_presence_object_1,combined_spatial_attribute_015,attribute_presence,The visual attribute 'transparent glass' should be clearly present in the image.,,,,,,,,,,transparent glass,material_finish,transparent glass,material_finish,,,,object_1
combined_spatial_attribute_015_attr_presence_object_2,combined_spatial_attribute_015,attribute_presence,The visual attribute 'matte black' should be clearly present in the image.,,,,,,,,,,matte black,material_finish,,,matte black,material_finish,,object_2
combined_spatial_attribute_015_attr_binding_object_1,combined_spatial_attribute_015,attribute_binding,The coin in object_1 should have the 'transparent glass' visual attribute.,coin,,small_items,,,,coin,small_items,,transparent glass,material_finish,transparent glass,material_finish,,,object_1,object_1
combined_spatial_attribute_015_attr_binding_object_2,combined_spatial_attribute_015,attribute_binding,The tray in object_2 should have the 'matte black' visual attribute.,,tray,,containers,,,tray,containers,,matte black,material_finish,,,matte black,material_finish,object_2,object_2
combined_spatial_attribute_015_spatial,combined_spatial_attribute_015,spatial_relation,The subject object for object_1 should be on top of the subject object for object_2.,coin,tray,small_items,containers,on_top_of,on top of,,,,,,,,,,,
combined_spatial_attribute_016_identity_object_1,combined_spatial_attribute_016,object_identity,The object in object_1 should be identifiable as a safety pin.,safety pin,,small_items,,,,safety pin,small_items,,,,,,,,object_1,
combined_spatial_attribute_016_identity_object_2,combined_spatial_attribute_016,object_identity,The object in object_2 should be identifiable as a small box.,,small box,,containers,,,small box,containers,,,,,,,,object_2,
combined_spatial_attribute_016_attr_presence_object_1,combined_spatial_attribute_016,attribute_presence,The visual attribute 'glossy white' should be clearly present in the image.,,,,,,,,,,glossy white,material_finish,glossy white,material_finish,,,,object_1
combined_spatial_attribute_016_attr_presence_object_2,combined_spatial_attribute_016,attribute_presence,The visual attribute 'reflective metallic' should be clearly present in the image.,,,,,,,,,,reflective metallic,material_finish,,,reflective metallic,material_finish,,object_2
combined_spatial_attribute_016_attr_binding_object_1,combined_spatial_attribute_016,attribute_binding,The safety pin in object_1 should have the 'glossy white' visual attribute.,safety pin,,small_items,,,,safety pin,small_items,,glossy white,material_finish,glossy white,material_finish,,,object_1,object_1
