image_id,prompt_id,provider,model_name,constraint_id,constraint_type,vlm_label,vlm_reason,parse_status,raw_response
job_0037_gpt_image_1_00,combined_spatial_attribute_003,openai,gpt-image-1,combined_spatial_attribute_003_identity_object_2,object_identity,pass,A clearly identifiable small glass box is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small glass box is present in the image.""}"
job_0037_gpt_image_1_00,combined_spatial_attribute_003,openai,gpt-image-1,combined_spatial_attribute_003_attribute_object_1,attribute,fail,The object inside the glass cube does not clearly resemble a standard safety pin.,success,"{""label"": ""fail"", ""reason"": ""The object inside the glass cube does not clearly resemble a standard safety pin.""}"
job_0037_gpt_image_1_00,combined_spatial_attribute_003,openai,gpt-image-1,combined_spatial_attribute_003_attribute_object_2,attribute,pass,The image clearly shows a transparent glass small box.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a transparent glass small box.""}"
job_0037_gpt_image_1_00,combined_spatial_attribute_003,openai,gpt-image-1,combined_spatial_attribute_003_spatial,spatial_relation,fail,The object inside the box does not resemble a standard safety pin.,success,"{""label"": ""fail"", ""reason"": ""The object inside the box does not resemble a standard safety pin.""}"
job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,google,gemini-2.5-flash-image,combined_spatial_attribute_013_identity_object_1,object_identity,pass,A clearly identifiable thin rubber band is visible on the polka-dotted surface.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable thin rubber band is visible on the polka-dotted surface.""}"
job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,google,gemini-2.5-flash-image,combined_spatial_attribute_013_identity_object_2,object_identity,ambiguous,The round polka-dotted object could be a cutting board but its identity is not clearly established.,success,"{""label"": ""ambiguous"", ""reason"": ""The round polka-dotted object could be a cutting board but its identity is not clearly established.""}"
job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,google,gemini-2.5-flash-image,combined_spatial_attribute_013_attribute_object_1,attribute,ambiguous,The band is visible but its material cannot be confidently identified as ceramic or rubber.,success,"{""label"": ""ambiguous"", ""reason"": ""The band is visible but its material cannot be confidently identified as ceramic or rubber.""}"
job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,google,gemini-2.5-flash-image,combined_spatial_attribute_013_attribute_object_2,attribute,fail,"The cutting board is yellow with white polka dots, not yellow-and-green polka-dotted.",success,"{""label"": ""fail"", ""reason"": ""The cutting board is yellow with white polka dots, not yellow-and-green polka-dotted.""}"
job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,google,gemini-2.5-flash-image,combined_spatial_attribute_013_spatial,spatial_relation,pass,A thin rubber band is clearly visible on top of a cutting board.,success,"{""label"": ""pass"", ""reason"": ""A thin rubber band is clearly visible on top of a cutting board.""}"
job_0039_gpt_image_1_00,combined_spatial_attribute_017,openai,gpt-image-1,combined_spatial_attribute_017_identity_object_1,object_identity,fail,No clearly identifiable coin is visible in the image.,success,"{""label"": ""fail"", ""reason"": ""No clearly identifiable coin is visible in the image.""}"
job_0039_gpt_image_1_00,combined_spatial_attribute_017,openai,gpt-image-1,combined_spatial_attribute_017_identity_object_2,object_identity,pass,A clearly identifiable food container is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable food container is present in the image.""}"
job_0039_gpt_image_1_00,combined_spatial_attribute_017,openai,gpt-image-1,combined_spatial_attribute_017_attribute_object_1,attribute,ambiguous,"The black circular object could be a knob or lid, not clearly a coin.",success,"{""label"": ""ambiguous"", ""reason"": ""The black circular object could be a knob or lid, not clearly a coin.""}"
job_0039_gpt_image_1_00,combined_spatial_attribute_017,openai,gpt-image-1,combined_spatial_attribute_017_attribute_object_2,attribute,pass,The container is clearly metallic and has a reflective surface.,success,"{""label"": ""pass"", ""reason"": ""The container is clearly metallic and has a reflective surface.""}"
job_0039_gpt_image_1_00,combined_spatial_attribute_017,openai,gpt-image-1,combined_spatial_attribute_017_spatial,spatial_relation,ambiguous,"The round object on the container could be a coin or a knob, but its identity is unclear.",success,"{""label"": ""ambiguous"", ""reason"": ""The round object on the container could be a coin or a knob, but its identity is unclear.""}"
job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,google,gemini-2.5-flash-image,combined_spatial_attribute_001_identity_object_1,object_identity,pass,A clearly identifiable die is visible in the open box.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable die is visible in the open box.""}"
job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,google,gemini-2.5-flash-image,combined_spatial_attribute_001_identity_object_2,object_identity,pass,A clearly identifiable small box is present on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present on the table.""}"
job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,google,gemini-2.5-flash-image,combined_spatial_attribute_001_attribute_object_1,attribute,ambiguous,The material of the die is not clearly identifiable as ceramic from the image.,success,"{""label"": ""ambiguous"", ""reason"": ""The material of the die is not clearly identifiable as ceramic from the image.""}"
job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,google,gemini-2.5-flash-image,combined_spatial_attribute_001_attribute_object_2,attribute,pass,The box is small and has yellow and green polka dots.,success,"{""label"": ""pass"", ""reason"": ""The box is small and has yellow and green polka dots.""}"
job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,google,gemini-2.5-flash-image,combined_spatial_attribute_001_spatial,spatial_relation,pass,The die is clearly visible inside the small box.,success,"{""label"": ""pass"", ""reason"": ""The die is clearly visible inside the small box.""}"
job_0041_gpt_image_1_00,combined_spatial_attribute_022,openai,gpt-image-1,combined_spatial_attribute_022_identity_object_1,object_identity,pass,A clearly identifiable marble is present in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable marble is present in the foreground.""}"
job_0041_gpt_image_1_00,combined_spatial_attribute_022,openai,gpt-image-1,combined_spatial_attribute_022_identity_object_2,object_identity,pass,A clearly identifiable tray is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable tray is present in the image.""}"
job_0041_gpt_image_1_00,combined_spatial_attribute_022,openai,gpt-image-1,combined_spatial_attribute_022_attribute_object_1,attribute,pass,A transparent glass marble is clearly visible in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A transparent glass marble is clearly visible in the foreground.""}"
job_0041_gpt_image_1_00,combined_spatial_attribute_022,openai,gpt-image-1,combined_spatial_attribute_022_attribute_object_2,attribute,pass,The tray clearly displays multiple colors on its sides.,success,"{""label"": ""pass"", ""reason"": ""The tray clearly displays multiple colors on its sides.""}"
job_0041_gpt_image_1_00,combined_spatial_attribute_022,openai,gpt-image-1,combined_spatial_attribute_022_spatial,spatial_relation,pass,A marble is clearly visible outside the tray.,success,"{""label"": ""pass"", ""reason"": ""A marble is clearly visible outside the tray.""}"
job_0042_gemini_2_5_flash_image_00,combined_spatial_attribute_016,google,gemini-2.5-flash-image,combined_spatial_attribute_016_identity_object_1,object_identity,pass,A clearly identifiable standard safety pin is visible on the metal box.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable standard safety pin is visible on the metal box.""}"
job_0042_gemini_2_5_flash_image_00,combined_spatial_attribute_016,google,gemini-2.5-flash-image,combined_spatial_attribute_016_identity_object_2,object_identity,pass,A clearly identifiable small box is present in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present in the foreground.""}"
job_0042_gemini_2_5_flash_image_00,combined_spatial_attribute_016,google,gemini-2.5-flash-image,combined_spatial_attribute_016_attribute_object_1,attribute,pass,The image shows a glossy white standard safety pin clearly visible on a box.,success,"{""label"": ""pass"", ""reason"": ""The image shows a glossy white standard safety pin clearly visible on a box.""}"
job_0042_gemini_2_5_flash_image_00,combined_spatial_attribute_016,google,gemini-2.5-flash-image,combined_spatial_attribute_016_attribute_object_2,attribute,pass,"The image clearly shows a small, reflective metallic box.",success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a small, reflective metallic box.""}"
job_0042_gemini_2_5_flash_image_00,combined_spatial_attribute_016,google,gemini-2.5-flash-image,combined_spatial_attribute_016_spatial,spatial_relation,pass,A standard safety pin is clearly visible on top of a small box.,success,"{""label"": ""pass"", ""reason"": ""A standard safety pin is clearly visible on top of a small box.""}"
job_0043_gpt_image_1_00,combined_spatial_attribute_036,openai,gpt-image-1,combined_spatial_attribute_036_identity_object_1,object_identity,pass,A clearly identifiable notebook with a striped cover is visible on the desk.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable notebook with a striped cover is visible on the desk.""}"
job_0043_gpt_image_1_00,combined_spatial_attribute_036,openai,gpt-image-1,combined_spatial_attribute_036_identity_object_2,object_identity,fail,No clearly identifiable small flat washer is visible in the image.,success,"{""label"": ""fail"", ""reason"": ""No clearly identifiable small flat washer is visible in the image.""}"
job_0043_gpt_image_1_00,combined_spatial_attribute_036,openai,gpt-image-1,combined_spatial_attribute_036_attribute_object_1,attribute,pass,The image clearly shows a red-and-white striped notebook.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a red-and-white striped notebook.""}"
job_0043_gpt_image_1_00,combined_spatial_attribute_036,openai,gpt-image-1,combined_spatial_attribute_036_attribute_object_2,attribute,fail,The object appears too large and thick to be a small flat washer.,success,"{""label"": ""fail"", ""reason"": ""The object appears too large and thick to be a small flat washer.""}"
job_0043_gpt_image_1_00,combined_spatial_attribute_036,openai,gpt-image-1,combined_spatial_attribute_036_spatial,spatial_relation,fail,"The object on the notebook appears to be a ceramic ring, not a small flat washer.",success,"{""label"": ""fail"", ""reason"": ""The object on the notebook appears to be a ceramic ring, not a small flat washer.""}"
job_0044_gemini_2_5_flash_image_00,combined_spatial_attribute_021,google,gemini-2.5-flash-image,combined_spatial_attribute_021_identity_object_1,object_identity,pass,A clearly identifiable marble is present in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable marble is present in the foreground.""}"
job_0044_gemini_2_5_flash_image_00,combined_spatial_attribute_021,google,gemini-2.5-flash-image,combined_spatial_attribute_021_identity_object_2,object_identity,pass,A clearly identifiable food container is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable food container is present in the image.""}"
job_0044_gemini_2_5_flash_image_00,combined_spatial_attribute_021,google,gemini-2.5-flash-image,combined_spatial_attribute_021_attribute_object_1,attribute,pass,A transparent glass marble is clearly visible in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A transparent glass marble is clearly visible in the foreground.""}"
job_0044_gemini_2_5_flash_image_00,combined_spatial_attribute_021,google,gemini-2.5-flash-image,combined_spatial_attribute_021_attribute_object_2,attribute,pass,The image clearly shows a matte black food container.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a matte black food container.""}"
job_0044_gemini_2_5_flash_image_00,combined_spatial_attribute_021,google,gemini-2.5-flash-image,combined_spatial_attribute_021_spatial,spatial_relation,pass,A marble is clearly visible outside the food container.,success,"{""label"": ""pass"", ""reason"": ""A marble is clearly visible outside the food container.""}"
job_0045_gpt_image_1_00,combined_spatial_attribute_035,openai,gpt-image-1,combined_spatial_attribute_035_identity_object_1,object_identity,ambiguous,The striped object could be a cutting board but its material and context make its identity unclear.,success,"{""label"": ""ambiguous"", ""reason"": ""The striped object could be a cutting board but its material and context make its identity unclear.""}"
job_0045_gpt_image_1_00,combined_spatial_attribute_035,openai,gpt-image-1,combined_spatial_attribute_035_identity_object_2,object_identity,fail,There is no clearly identifiable small paper clip in the image.,success,"{""label"": ""fail"", ""reason"": ""There is no clearly identifiable small paper clip in the image.""}"
job_0045_gpt_image_1_00,combined_spatial_attribute_035,openai,gpt-image-1,combined_spatial_attribute_035_attribute_object_1,attribute,pass,The image clearly shows a cutting board with red-and-white stripes.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a cutting board with red-and-white stripes.""}"
job_0045_gpt_image_1_00,combined_spatial_attribute_035,openai,gpt-image-1,combined_spatial_attribute_035_attribute_object_2,attribute,pass,The image shows a small paper clip made of ceramic material.,success,"{""label"": ""pass"", ""reason"": ""The image shows a small paper clip made of ceramic material.""}"
job_0045_gpt_image_1_00,combined_spatial_attribute_035,openai,gpt-image-1,combined_spatial_attribute_035_spatial,spatial_relation,fail,The object on the cutting board is not a small paper clip.,success,"{""label"": ""fail"", ""reason"": ""The object on the cutting board is not a small paper clip.""}"
job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,google,gemini-2.5-flash-image,combined_spatial_attribute_029_identity_object_1,object_identity,pass,A clearly identifiable tray is present on the right side of the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable tray is present on the right side of the image.""}"
job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,google,gemini-2.5-flash-image,combined_spatial_attribute_029_identity_object_2,object_identity,pass,A clearly identifiable cup with blue and white stripes is present on the table.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable cup with blue and white stripes is present on the table.""}"
job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,google,gemini-2.5-flash-image,combined_spatial_attribute_029_attribute_object_1,attribute,pass,A clear plastic tray is visible on the desk.,success,"{""label"": ""pass"", ""reason"": ""A clear plastic tray is visible on the desk.""}"
job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,google,gemini-2.5-flash-image,combined_spatial_attribute_029_attribute_object_2,attribute,pass,The cup clearly has blue and white stripes.,success,"{""label"": ""pass"", ""reason"": ""The cup clearly has blue and white stripes.""}"
job_0046_gemini_2_5_flash_image_00,combined_spatial_attribute_029,google,gemini-2.5-flash-image,combined_spatial_attribute_029_spatial,spatial_relation,pass,A tray is clearly visible to the right of the cup.,success,"{""label"": ""pass"", ""reason"": ""A tray is clearly visible to the right of the cup.""}"
job_0047_gpt_image_1_00,combined_spatial_attribute_011,openai,gpt-image-1,combined_spatial_attribute_011_identity_object_1,object_identity,pass,A clearly identifiable small box is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable small box is present in the image.""}"
job_0047_gpt_image_1_00,combined_spatial_attribute_011,openai,gpt-image-1,combined_spatial_attribute_011_identity_object_2,object_identity,pass,A clearly identifiable standard sewing button is visible in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable standard sewing button is visible in the image.""}"
job_0047_gpt_image_1_00,combined_spatial_attribute_011,openai,gpt-image-1,combined_spatial_attribute_011_attribute_object_1,attribute,pass,The image shows a small yellow box with green polka dots.,success,"{""label"": ""pass"", ""reason"": ""The image shows a small yellow box with green polka dots.""}"
job_0047_gpt_image_1_00,combined_spatial_attribute_011,openai,gpt-image-1,combined_spatial_attribute_011_attribute_object_2,attribute,pass,The image shows a plastic standard sewing button with four holes.,success,"{""label"": ""pass"", ""reason"": ""The image shows a plastic standard sewing button with four holes.""}"
job_0047_gpt_image_1_00,combined_spatial_attribute_011,openai,gpt-image-1,combined_spatial_attribute_011_spatial,spatial_relation,pass,A small box is clearly visible to the left of a standard sewing button.,success,"{""label"": ""pass"", ""reason"": ""A small box is clearly visible to the left of a standard sewing button.""}"
job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,google,gemini-2.5-flash-image,combined_spatial_attribute_033_identity_object_1,object_identity,pass,A clearly identifiable index card is visible in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable index card is visible in the image.""}"
job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,google,gemini-2.5-flash-image,combined_spatial_attribute_033_identity_object_2,object_identity,pass,A clearly identifiable die is present on the table in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable die is present on the table in the foreground.""}"
job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,google,gemini-2.5-flash-image,combined_spatial_attribute_033_attribute_object_1,attribute,pass,The image clearly shows a blue-and-white striped index card.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a blue-and-white striped index card.""}"
job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,google,gemini-2.5-flash-image,combined_spatial_attribute_033_attribute_object_2,attribute,pass,The image clearly shows a glossy white die on the table.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a glossy white die on the table.""}"
job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,google,gemini-2.5-flash-image,combined_spatial_attribute_033_spatial,spatial_relation,fail,"The die is in front of the index card, not under it.",success,"{""label"": ""fail"", ""reason"": ""The die is in front of the index card, not under it.""}"
job_0049_gpt_image_1_00,combined_spatial_attribute_026,openai,gpt-image-1,combined_spatial_attribute_026_identity_object_1,object_identity,ambiguous,"The circular object could be a metal ring or a rubber band, but its material is not clearly identifiable as rubber.",success,"{""label"": ""ambiguous"", ""reason"": ""The circular object could be a metal ring or a rubber band, but its material is not clearly identifiable as rubber.""}"
job_0049_gpt_image_1_00,combined_spatial_attribute_026,openai,gpt-image-1,combined_spatial_attribute_026_identity_object_2,object_identity,pass,A clearly identifiable bottle cap is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable bottle cap is present in the image.""}"
job_0049_gpt_image_1_00,combined_spatial_attribute_026,openai,gpt-image-1,combined_spatial_attribute_026_attribute_object_1,attribute,fail,"The image shows a reflective metallic ring, not a thin rubber band.",success,"{""label"": ""fail"", ""reason"": ""The image shows a reflective metallic ring, not a thin rubber band.""}"
job_0049_gpt_image_1_00,combined_spatial_attribute_026,openai,gpt-image-1,combined_spatial_attribute_026_attribute_object_2,attribute,pass,A plastic bottle cap is clearly visible in the image.,success,"{""label"": ""pass"", ""reason"": ""A plastic bottle cap is clearly visible in the image.""}"
job_0049_gpt_image_1_00,combined_spatial_attribute_026,openai,gpt-image-1,combined_spatial_attribute_026_spatial,spatial_relation,fail,"The object to the right of the bottle cap appears to be a metal ring, not a thin rubber band.",success,"{""label"": ""fail"", ""reason"": ""The object to the right of the bottle cap appears to be a metal ring, not a thin rubber band.""}"
job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,google,gemini-2.5-flash-image,combined_spatial_attribute_002_identity_object_1,object_identity,fail,There is no clearly identifiable small paper clip in the image.,success,"{""label"": ""fail"", ""reason"": ""There is no clearly identifiable small paper clip in the image.""}"
job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,google,gemini-2.5-flash-image,combined_spatial_attribute_002_identity_object_2,object_identity,pass,A clearly identifiable bowl is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable bowl is present in the image.""}"
job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,google,gemini-2.5-flash-image,combined_spatial_attribute_002_attribute_object_1,attribute,fail,The image does not show a glossy white small paper clip.,success,"{""label"": ""fail"", ""reason"": ""The image does not show a glossy white small paper clip.""}"
job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,google,gemini-2.5-flash-image,combined_spatial_attribute_002_attribute_object_2,attribute,pass,The image clearly shows a white speckled serving bowl.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a white speckled serving bowl.""}"
job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,google,gemini-2.5-flash-image,combined_spatial_attribute_002_spatial,spatial_relation,fail,There is no small paper clip visible inside the serving bowl.,success,"{""label"": ""fail"", ""reason"": ""There is no small paper clip visible inside the serving bowl.""}"
job_0051_gpt_image_1_00,combined_spatial_attribute_010,openai,gpt-image-1,combined_spatial_attribute_010_identity_object_1,object_identity,pass,The yellow jar with a lid is a clearly identifiable food container.,success,"{""label"": ""pass"", ""reason"": ""The yellow jar with a lid is a clearly identifiable food container.""}"
job_0051_gpt_image_1_00,combined_spatial_attribute_010,openai,gpt-image-1,combined_spatial_attribute_010_identity_object_2,object_identity,pass,A clearly identifiable plate with blue concentric circles is visible.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable plate with blue concentric circles is visible.""}"
job_0051_gpt_image_1_00,combined_spatial_attribute_010,openai,gpt-image-1,combined_spatial_attribute_010_attribute_object_1,attribute,pass,The image shows a yellow food container with green polka dots.,success,"{""label"": ""pass"", ""reason"": ""The image shows a yellow food container with green polka dots.""}"
job_0051_gpt_image_1_00,combined_spatial_attribute_010,openai,gpt-image-1,combined_spatial_attribute_010_attribute_object_2,attribute,pass,The plate clearly has blue and white stripes.,success,"{""label"": ""pass"", ""reason"": ""The plate clearly has blue and white stripes.""}"
job_0051_gpt_image_1_00,combined_spatial_attribute_010,openai,gpt-image-1,combined_spatial_attribute_010_spatial,spatial_relation,pass,A food container is clearly to the left of a plate.,success,"{""label"": ""pass"", ""reason"": ""A food container is clearly to the left of a plate.""}"
job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,google,gemini-2.5-flash-image,combined_spatial_attribute_008_identity_object_1,object_identity,pass,A clearly identifiable standard sewing button with four holes is visible in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable standard sewing button with four holes is visible in the foreground.""}"
job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,google,gemini-2.5-flash-image,combined_spatial_attribute_008_identity_object_2,object_identity,fail,No clearly identifiable coin is visible; only buttons and craft materials are present.,success,"{""label"": ""fail"", ""reason"": ""No clearly identifiable coin is visible; only buttons and craft materials are present.""}"
job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,google,gemini-2.5-flash-image,combined_spatial_attribute_008_attribute_object_1,attribute,pass,A matte black standard sewing button is clearly visible in the foreground.,success,"{""label"": ""pass"", ""reason"": ""A matte black standard sewing button is clearly visible in the foreground.""}"
job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,google,gemini-2.5-flash-image,combined_spatial_attribute_008_attribute_object_2,attribute,pass,"The image shows a round object with a ceramic texture and glaze, resembling a ceramic coin.",success,"{""label"": ""pass"", ""reason"": ""The image shows a round object with a ceramic texture and glaze, resembling a ceramic coin.""}"
job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,google,gemini-2.5-flash-image,combined_spatial_attribute_008_spatial,spatial_relation,ambiguous,The object to the right of the button cannot be confidently identified as a coin.,success,"{""label"": ""ambiguous"", ""reason"": ""The object to the right of the button cannot be confidently identified as a coin.""}"
job_0053_gpt_image_1_00,combined_spatial_attribute_031,openai,gpt-image-1,combined_spatial_attribute_031_identity_object_1,object_identity,pass,A clearly identifiable napkin with a checkered pattern is visible in the center.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable napkin with a checkered pattern is visible in the center.""}"
job_0053_gpt_image_1_00,combined_spatial_attribute_031,openai,gpt-image-1,combined_spatial_attribute_031_identity_object_2,object_identity,fail,No clearly identifiable marble is visible in the image.,success,"{""label"": ""fail"", ""reason"": ""No clearly identifiable marble is visible in the image.""}"
job_0053_gpt_image_1_00,combined_spatial_attribute_031,openai,gpt-image-1,combined_spatial_attribute_031_attribute_object_1,attribute,pass,The image clearly shows a black-and-white checkered napkin.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a black-and-white checkered napkin.""}"
job_0053_gpt_image_1_00,combined_spatial_attribute_031,openai,gpt-image-1,combined_spatial_attribute_031_attribute_object_2,attribute,fail,The image does not show a glossy white marble.,success,"{""label"": ""fail"", ""reason"": ""The image does not show a glossy white marble.""}"
job_0053_gpt_image_1_00,combined_spatial_attribute_031,openai,gpt-image-1,combined_spatial_attribute_031_spatial,spatial_relation,fail,There is no marble visible on or above the napkin.,success,"{""label"": ""fail"", ""reason"": ""There is no marble visible on or above the napkin.""}"
job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,google,gemini-2.5-flash-image,combined_spatial_attribute_007_identity_object_1,object_identity,fail,There is no clearly identifiable small paper clip in the image.,success,"{""label"": ""fail"", ""reason"": ""There is no clearly identifiable small paper clip in the image.""}"
job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,google,gemini-2.5-flash-image,combined_spatial_attribute_007_identity_object_2,object_identity,pass,A clearly identifiable serving bowl is present on the picnic blanket.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable serving bowl is present on the picnic blanket.""}"
job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,google,gemini-2.5-flash-image,combined_spatial_attribute_007_attribute_object_1,attribute,fail,"The image shows a glossy white binder clip, not a paper clip.",success,"{""label"": ""fail"", ""reason"": ""The image shows a glossy white binder clip, not a paper clip.""}"
job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,google,gemini-2.5-flash-image,combined_spatial_attribute_007_attribute_object_2,attribute,pass,A transparent glass serving bowl is clearly visible on the picnic blanket.,success,"{""label"": ""pass"", ""reason"": ""A transparent glass serving bowl is clearly visible on the picnic blanket.""}"
job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,google,gemini-2.5-flash-image,combined_spatial_attribute_007_spatial,spatial_relation,fail,There is no small paper clip visible to the left of the serving bowl.,success,"{""label"": ""fail"", ""reason"": ""There is no small paper clip visible to the left of the serving bowl.""}"
job_0055_gpt_image_1_00,combined_spatial_attribute_025,openai,gpt-image-1,combined_spatial_attribute_025_identity_object_1,object_identity,pass,A clearly identifiable serving bowl is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable serving bowl is present in the image.""}"
job_0055_gpt_image_1_00,combined_spatial_attribute_025,openai,gpt-image-1,combined_spatial_attribute_025_identity_object_2,object_identity,pass,A clearly identifiable tray is present under the bowl.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable tray is present under the bowl.""}"
job_0055_gpt_image_1_00,combined_spatial_attribute_025,openai,gpt-image-1,combined_spatial_attribute_025_attribute_object_1,attribute,pass,The image clearly shows a matte black serving bowl.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a matte black serving bowl.""}"
job_0055_gpt_image_1_00,combined_spatial_attribute_025,openai,gpt-image-1,combined_spatial_attribute_025_attribute_object_2,attribute,ambiguous,The tray is white but it is unclear if it is speckled due to lighting and image quality.,success,"{""label"": ""ambiguous"", ""reason"": ""The tray is white but it is unclear if it is speckled due to lighting and image quality.""}"
job_0055_gpt_image_1_00,combined_spatial_attribute_025,openai,gpt-image-1,combined_spatial_attribute_025_spatial,spatial_relation,fail,"The serving bowl is on top of the tray, not to the right of it.",success,"{""label"": ""fail"", ""reason"": ""The serving bowl is on top of the tray, not to the right of it.""}"
job_0056_gemini_2_5_flash_image_00,combined_spatial_attribute_014,google,gemini-2.5-flash-image,combined_spatial_attribute_014_identity_object_1,object_identity,pass,A clearly identifiable bottle cap is visible on the container.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable bottle cap is visible on the container.""}"
job_0056_gemini_2_5_flash_image_00,combined_spatial_attribute_014,google,gemini-2.5-flash-image,combined_spatial_attribute_014_identity_object_2,object_identity,pass,A clearly identifiable serving bowl containing fruit is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable serving bowl containing fruit is present in the image.""}"
job_0056_gemini_2_5_flash_image_00,combined_spatial_attribute_014,google,gemini-2.5-flash-image,combined_spatial_attribute_014_attribute_object_1,attribute,pass,A reflective metallic bottle cap is clearly visible on the container.,success,"{""label"": ""pass"", ""reason"": ""A reflective metallic bottle cap is clearly visible on the container.""}"
job_0056_gemini_2_5_flash_image_00,combined_spatial_attribute_014,google,gemini-2.5-flash-image,combined_spatial_attribute_014_attribute_object_2,attribute,pass,The image clearly shows a translucent plastic serving bowl containing fruit.,success,"{""label"": ""pass"", ""reason"": ""The image clearly shows a translucent plastic serving bowl containing fruit.""}"
job_0056_gemini_2_5_flash_image_00,combined_spatial_attribute_014,google,gemini-2.5-flash-image,combined_spatial_attribute_014_spatial,spatial_relation,pass,A bottle cap is visibly resting on top of a serving bowl.,success,"{""label"": ""pass"", ""reason"": ""A bottle cap is visibly resting on top of a serving bowl.""}"
job_0057_gpt_image_1_00,combined_spatial_attribute_024,openai,gpt-image-1,combined_spatial_attribute_024_identity_object_1,object_identity,pass,A clearly identifiable bottle cap is present in the image.,success,"{""label"": ""pass"", ""reason"": ""A clearly identifiable bottle cap is present in the image.""}"
