repair_id,prompt_id,prompt,source_image_id,source_prompt_id,source_generation_job_id,source_provider,source_model_name,source_image_path,repair_strategy,trigger_label_source,trigger_labels,num_target_constraints,target_constraint_ids,original_prompt,repaired_prompt
repair_human_031_job_0051_gpt_image_1_00,repair_human_031_job_0051_gpt_image_1_00,"A realistic image of a yellow-and-green polka-dotted food container to the left of a blue-and-white striped plate on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as food container, not a vague or ambiguous object-like shape.",job_0051_gpt_image_1_00,combined_spatial_attribute_010,job_0051,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0051_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_010_identity_object_1,A realistic image of a yellow-and-green polka-dotted food container to the left of a blue-and-white striped plate on a shelf full of books and decorations.,"A realistic image of a yellow-and-green polka-dotted food container to the left of a blue-and-white striped plate on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as food container, not a vague or ambiguous object-like shape."
repair_human_032_job_0052_gemini_2_5_flash_image_00,repair_human_032_job_0052_gemini_2_5_flash_image_00,"A realistic image of a matte black standard sewing button to the left of a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category.",job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,job_0052,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0052_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_008_identity_object_2,A realistic image of a matte black standard sewing button to the left of a ceramic coin on a craft table with beads and art supplies.,"A realistic image of a matte black standard sewing button to the left of a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category."
repair_human_033_job_0053_gpt_image_1_00,repair_human_033_job_0053_gpt_image_1_00,"A realistic image of a black-and-white checkered napkin under a glossy white marble on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the object generated is exactly marble; do not replace it with a different object category.
- Make it clear and easy to judge that the marble has glossy white material.
- Make it clear and easy to judge that the napkin is under the marble, with both objects visible and the spatial relation easy to judge.",job_0053_gpt_image_1_00,combined_spatial_attribute_031,job_0053,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0053_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,3,combined_spatial_attribute_031_identity_object_2;combined_spatial_attribute_031_attribute_object_2;combined_spatial_attribute_031_spatial,A realistic image of a black-and-white checkered napkin under a glossy white marble on a cluttered desk with many office supplies.,"A realistic image of a black-and-white checkered napkin under a glossy white marble on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that the object generated is exactly marble; do not replace it with a different object category.
- Make it clear and easy to judge that the marble has glossy white material.
- Make it clear and easy to judge that the napkin is under the marble, with both objects visible and the spatial relation easy to judge."
repair_human_034_job_0054_gemini_2_5_flash_image_00,repair_human_034_job_0054_gemini_2_5_flash_image_00,"A realistic image of a glossy white small paper clip to the left of a transparent glass serving bowl on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that the object generated is exactly serving bowl; do not replace it with a different object category.",job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,job_0054,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0054_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,2,combined_spatial_attribute_007_identity_object_1;combined_spatial_attribute_007_identity_object_2,A realistic image of a glossy white small paper clip to the left of a transparent glass serving bowl on a picnic blanket with many small objects.,"A realistic image of a glossy white small paper clip to the left of a transparent glass serving bowl on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly small paper clip; do not replace it with a different object category.
- Make sure that the object generated is exactly serving bowl; do not replace it with a different object category."
repair_human_035_job_0055_gpt_image_1_00,repair_human_035_job_0055_gpt_image_1_00,"A realistic image of a matte black serving bowl to the right of a white speckled tray on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the serving bowl is clearly to the right of the tray.",job_0055_gpt_image_1_00,combined_spatial_attribute_025,job_0055,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0055_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_025_spatial,A realistic image of a matte black serving bowl to the right of a white speckled tray on a shelf full of books and decorations.,"A realistic image of a matte black serving bowl to the right of a white speckled tray on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the serving bowl is clearly to the right of the tray."
repair_human_036_job_0059_gpt_image_1_00,repair_human_036_job_0059_gpt_image_1_00,"A clear image of a ceramic bottle cap outside a plastic tray on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape.",job_0059_gpt_image_1_00,combined_spatial_attribute_023,job_0059,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0059_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_023_identity_object_1,A clear image of a ceramic bottle cap outside a plastic tray on a lightly cluttered tabletop.,"A clear image of a ceramic bottle cap outside a plastic tray on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape."
repair_human_037_job_0064_gemini_2_5_flash_image_00,repair_human_037_job_0064_gemini_2_5_flash_image_00,"A realistic image of a transparent glass coin on top of a matte black tray on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category.",job_0064_gemini_2_5_flash_image_00,combined_spatial_attribute_015,job_0064,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0064_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_015_identity_object_1,A realistic image of a transparent glass coin on top of a matte black tray on a picnic blanket with many small objects.,"A realistic image of a transparent glass coin on top of a matte black tray on a picnic blanket with many small objects.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category."
repair_human_038_job_0065_gpt_image_1_00,repair_human_038_job_0065_gpt_image_1_00,"A realistic image of a reflective metallic thin rubber band outside a plastic tray on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that the thin rubber band has reflective metallic material; apply this material to the correct object.",job_0065_gpt_image_1_00,combined_spatial_attribute_020,job_0065,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0065_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_020_attribute_object_1,A realistic image of a reflective metallic thin rubber band outside a plastic tray on a crowded kitchen counter with utensils nearby.,"A realistic image of a reflective metallic thin rubber band outside a plastic tray on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that the thin rubber band has reflective metallic material; apply this material to the correct object."
repair_human_039_job_0069_gpt_image_1_00,repair_human_039_job_0069_gpt_image_1_00,"A realistic image of a blue-and-white striped cutting board under a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape.",job_0069_gpt_image_1_00,combined_spatial_attribute_032,job_0069,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0069_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_attribute_032_identity_object_1,A realistic image of a blue-and-white striped cutting board under a ceramic coin on a craft table with beads and art supplies.,"A realistic image of a blue-and-white striped cutting board under a ceramic coin on a craft table with beads and art supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape."
repair_human_040_job_0072_gemini_2_5_flash_image_00,repair_human_040_job_0072_gemini_2_5_flash_image_00,"A realistic image of a multicolored index card under a transparent glass bottle cap on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape.
- Make sure that the index card is clearly under the bottle cap.",job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,job_0072,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0072_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,2,combined_spatial_attribute_034_identity_object_2;combined_spatial_attribute_034_spatial,A realistic image of a multicolored index card under a transparent glass bottle cap on a shelf full of books and decorations.,"A realistic image of a multicolored index card under a transparent glass bottle cap on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape.
- Make sure that the index card is clearly under the bottle cap."
repair_human_041_job_0074_gemini_2_5_flash_image_00,repair_human_041_job_0074_gemini_2_5_flash_image_00,"A clear image of exactly 4 bottle caps outside a tray on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that there are exactly 4 bottle caps; do not generate more or fewer, and do not add extra target-like objects.",job_0074_gemini_2_5_flash_image_00,combined_spatial_cardinality_028,job_0074,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0074_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_028_cardinality,A clear image of exactly 4 bottle caps outside a tray on a lightly cluttered tabletop.,"A clear image of exactly 4 bottle caps outside a tray on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that there are exactly 4 bottle caps; do not generate more or fewer, and do not add extra target-like objects."
repair_human_042_job_0076_gemini_2_5_flash_image_00,repair_human_042_job_0076_gemini_2_5_flash_image_00,"A realistic image of exactly 4 dice inside a cup on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 4 dice; do not generate more or fewer, and do not add extra target-like objects.",job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,job_0076,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0076_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_001_cardinality,A realistic image of exactly 4 dice inside a cup on a shelf full of books and decorations.,"A realistic image of exactly 4 dice inside a cup on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 4 dice; do not generate more or fewer, and do not add extra target-like objects."
repair_human_043_job_0078_gemini_2_5_flash_image_00,repair_human_043_job_0078_gemini_2_5_flash_image_00,"A realistic image of exactly 4 standard safety pins outside a food container on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 4 standard safety pins; do not generate more or fewer, and do not add extra target-like objects.",job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,job_0078,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0078_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_026_cardinality,A realistic image of exactly 4 standard safety pins outside a food container on a cluttered desk with many office supplies.,"A realistic image of exactly 4 standard safety pins outside a food container on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 4 standard safety pins; do not generate more or fewer, and do not add extra target-like objects."
repair_human_044_job_0080_gemini_2_5_flash_image_00,repair_human_044_job_0080_gemini_2_5_flash_image_00,"A realistic image of exactly 3 standard sewing buttons outside a tray on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category.
- Make sure that there are exactly 3 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects.
- Make it clear and easy to judge that the standard sewing button is outside the tray, with both objects visible and the spatial relation easy to judge.",job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,job_0080,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0080_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,3,combined_spatial_cardinality_023_identity_object_2;combined_spatial_cardinality_023_cardinality;combined_spatial_cardinality_023_spatial,A realistic image of exactly 3 standard sewing buttons outside a tray on a shelf full of books and decorations.,"A realistic image of exactly 3 standard sewing buttons outside a tray on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category.
- Make sure that there are exactly 3 standard sewing buttons; do not generate more or fewer, and do not add extra target-like objects.
- Make it clear and easy to judge that the standard sewing button is outside the tray, with both objects visible and the spatial relation easy to judge."
repair_human_045_job_0082_gemini_2_5_flash_image_00,repair_human_045_job_0082_gemini_2_5_flash_image_00,"A realistic image of exactly 6 standard safety pins to the right of a plate on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 6 standard safety pins; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the standard safety pin is clearly to the right of the plate.",job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,job_0082,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0082_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,2,combined_spatial_cardinality_034_cardinality;combined_spatial_cardinality_034_spatial,A realistic image of exactly 6 standard safety pins to the right of a plate on a shelf full of books and decorations.,"A realistic image of exactly 6 standard safety pins to the right of a plate on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 6 standard safety pins; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the standard safety pin is clearly to the right of the plate."
repair_human_046_job_0083_gpt_image_1_00,repair_human_046_job_0083_gpt_image_1_00,"A realistic image of exactly 4 marbles to the left of a serving bowl on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 4 marbles; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the marble is clearly to the left of the serving bowl.",job_0083_gpt_image_1_00,combined_spatial_cardinality_008,job_0083,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0083_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,2,combined_spatial_cardinality_008_cardinality;combined_spatial_cardinality_008_spatial,A realistic image of exactly 4 marbles to the left of a serving bowl on a crowded kitchen counter with utensils nearby.,"A realistic image of exactly 4 marbles to the left of a serving bowl on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 4 marbles; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the marble is clearly to the left of the serving bowl."
repair_human_047_job_0084_gemini_2_5_flash_image_00,repair_human_047_job_0084_gemini_2_5_flash_image_00,"A realistic image of exactly 5 standard safety pins to the left of a napkin on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the standard safety pin is clearly to the left of the napkin.",job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,job_0084,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0084_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_011_spatial,A realistic image of exactly 5 standard safety pins to the left of a napkin on a shelf full of books and decorations.,"A realistic image of exactly 5 standard safety pins to the left of a napkin on a shelf full of books and decorations.

Important generation instructions:
- Make sure that the standard safety pin is clearly to the left of the napkin."
repair_human_048_job_0086_gemini_2_5_flash_image_00,repair_human_048_job_0086_gemini_2_5_flash_image_00,"A realistic image of exactly 3 small paper clips to the right of a marble on a workbench with tools.

Important generation instructions:
- Make sure that there are exactly 3 small paper clips; do not generate more or fewer, and do not add extra target-like objects.",job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,job_0086,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0086_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_030_cardinality,A realistic image of exactly 3 small paper clips to the right of a marble on a workbench with tools.,"A realistic image of exactly 3 small paper clips to the right of a marble on a workbench with tools.

Important generation instructions:
- Make sure that there are exactly 3 small paper clips; do not generate more or fewer, and do not add extra target-like objects."
repair_human_049_job_0087_gpt_image_1_00,repair_human_049_job_0087_gpt_image_1_00,"A realistic image of exactly 3 thumbtacks outside a food container on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 3 thumbtacks; do not generate more or fewer, and do not add extra target-like objects.",job_0087_gpt_image_1_00,combined_spatial_cardinality_024,job_0087,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0087_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_024_cardinality,A realistic image of exactly 3 thumbtacks outside a food container on a shelf full of books and decorations.,"A realistic image of exactly 3 thumbtacks outside a food container on a shelf full of books and decorations.

Important generation instructions:
- Make sure that there are exactly 3 thumbtacks; do not generate more or fewer, and do not add extra target-like objects."
repair_human_050_job_0089_gpt_image_1_00,repair_human_050_job_0089_gpt_image_1_00,"A clear image of exactly 5 thin rubber bands inside a cup on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that there are exactly 5 thin rubber bands, with each target object separated and easy to count.",job_0089_gpt_image_1_00,combined_spatial_cardinality_005,job_0089,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0089_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_005_cardinality,A clear image of exactly 5 thin rubber bands inside a cup on a lightly cluttered tabletop.,"A clear image of exactly 5 thin rubber bands inside a cup on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that there are exactly 5 thin rubber bands, with each target object separated and easy to count."
repair_human_051_job_0090_gemini_2_5_flash_image_00,repair_human_051_job_0090_gemini_2_5_flash_image_00,"A clear image of exactly 6 thin rubber bands on top of a cutting board on a clean surface with a few unrelated objects.

Important generation instructions:
- Make sure that there are exactly 6 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects.",job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,job_0090,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0090_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_022_cardinality,A clear image of exactly 6 thin rubber bands on top of a cutting board on a clean surface with a few unrelated objects.,"A clear image of exactly 6 thin rubber bands on top of a cutting board on a clean surface with a few unrelated objects.

Important generation instructions:
- Make sure that there are exactly 6 thin rubber bands; do not generate more or fewer, and do not add extra target-like objects."
repair_human_052_job_0092_gemini_2_5_flash_image_00,repair_human_052_job_0092_gemini_2_5_flash_image_00,"A realistic image of exactly 4 thumbtacks outside a food container on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as thumbtack, not a vague or ambiguous object-like shape.",job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,job_0092,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0092_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_027_identity_object_1,A realistic image of exactly 4 thumbtacks outside a food container on a picnic blanket with many small objects.,"A realistic image of exactly 4 thumbtacks outside a food container on a picnic blanket with many small objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as thumbtack, not a vague or ambiguous object-like shape."
repair_human_053_job_0093_gpt_image_1_00,repair_human_053_job_0093_gpt_image_1_00,"A realistic image of exactly 5 coins on top of a notebook on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 5 coins; do not generate more or fewer, and do not add extra target-like objects.",job_0093_gpt_image_1_00,combined_spatial_cardinality_018,job_0093,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0093_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_018_cardinality,A realistic image of exactly 5 coins on top of a notebook on a crowded kitchen counter with utensils nearby.,"A realistic image of exactly 5 coins on top of a notebook on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 5 coins; do not generate more or fewer, and do not add extra target-like objects."
repair_human_054_job_0095_gpt_image_1_00,repair_human_054_job_0095_gpt_image_1_00,"A realistic image of exactly 6 marbles on top of a food container on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 6 marbles; do not generate more or fewer, and do not add extra target-like objects.",job_0095_gpt_image_1_00,combined_spatial_cardinality_020,job_0095,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0095_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_020_cardinality,A realistic image of exactly 6 marbles on top of a food container on a crowded kitchen counter with utensils nearby.,"A realistic image of exactly 6 marbles on top of a food container on a crowded kitchen counter with utensils nearby.

Important generation instructions:
- Make sure that there are exactly 6 marbles; do not generate more or fewer, and do not add extra target-like objects."
repair_human_055_job_0096_gemini_2_5_flash_image_00,repair_human_055_job_0096_gemini_2_5_flash_image_00,"A realistic image of exactly 4 small paper clips inside a small box on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that there are exactly 4 small paper clips, with each target object separated and easy to count.",job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,job_0096,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0096_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_003_cardinality,A realistic image of exactly 4 small paper clips inside a small box on a shelf full of books and decorations.,"A realistic image of exactly 4 small paper clips inside a small box on a shelf full of books and decorations.

Important generation instructions:
- Make it clear and easy to judge that there are exactly 4 small paper clips, with each target object separated and easy to count."
repair_human_056_job_0101_gpt_image_1_00,repair_human_056_job_0101_gpt_image_1_00,"A realistic image of exactly 5 small paper clips to the left of a tray on a cluttered desk with many office supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape.",job_0101_gpt_image_1_00,combined_spatial_cardinality_010,job_0101,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0101_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_010_identity_object_2,A realistic image of exactly 5 small paper clips to the left of a tray on a cluttered desk with many office supplies.,"A realistic image of exactly 5 small paper clips to the left of a tray on a cluttered desk with many office supplies.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape."
repair_human_057_job_0102_gemini_2_5_flash_image_00,repair_human_057_job_0102_gemini_2_5_flash_image_00,"A realistic image of exactly 4 thumbtacks to the left of a plate on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 4 thumbtacks; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the thumbtack is clearly to the left of the plate.",job_0102_gemini_2_5_flash_image_00,combined_spatial_cardinality_009,job_0102,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0102_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,2,combined_spatial_cardinality_009_cardinality;combined_spatial_cardinality_009_spatial,A realistic image of exactly 4 thumbtacks to the left of a plate on a cluttered desk with many office supplies.,"A realistic image of exactly 4 thumbtacks to the left of a plate on a cluttered desk with many office supplies.

Important generation instructions:
- Make sure that there are exactly 4 thumbtacks; do not generate more or fewer, and do not add extra target-like objects.
- Make sure that the thumbtack is clearly to the left of the plate."
repair_human_058_job_0105_gpt_image_1_00,repair_human_058_job_0105_gpt_image_1_00,"A clear image of exactly 5 thumbtacks inside a food container on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as thumbtack, not a vague or ambiguous object-like shape.",job_0105_gpt_image_1_00,combined_spatial_cardinality_006,job_0105,openai,gpt-image-1,../data/images/openai_gpt_image_1/job_0105_gpt_image_1_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_006_identity_object_1,A clear image of exactly 5 thumbtacks inside a food container on a lightly cluttered tabletop.,"A clear image of exactly 5 thumbtacks inside a food container on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as thumbtack, not a vague or ambiguous object-like shape."
repair_human_059_job_0106_gemini_2_5_flash_image_00,repair_human_059_job_0106_gemini_2_5_flash_image_00,"A realistic image of exactly 4 dice inside a tray on a workbench with tools.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category.",job_0106_gemini_2_5_flash_image_00,combined_spatial_cardinality_002,job_0106,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0106_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,combined_spatial_cardinality_002_identity_object_2,A realistic image of exactly 4 dice inside a tray on a workbench with tools.,"A realistic image of exactly 4 dice inside a tray on a workbench with tools.

Important generation instructions:
- Make sure that the object generated is exactly tray; do not replace it with a different object category."
repair_human_060_job_0110_gemini_2_5_flash_image_00,repair_human_060_job_0110_gemini_2_5_flash_image_00,"A clear image of a red-and-white striped cutting board and a glossy white thumbtack on a plain desk with soft shadows.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape.",job_0110_gemini_2_5_flash_image_00,single_attribute_020,job_0110,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0110_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_020_identity_object_1,A clear image of a red-and-white striped cutting board and a glossy white thumbtack on a plain desk with soft shadows.,"A clear image of a red-and-white striped cutting board and a glossy white thumbtack on a plain desk with soft shadows.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as cutting board, not a vague or ambiguous object-like shape."
repair_human_061_job_0114_gemini_2_5_flash_image_00,repair_human_061_job_0114_gemini_2_5_flash_image_00,"A clear image of a ceramic tray and a yellow-and-green polka-dotted cup on a clean surface with a few unrelated objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape.",job_0114_gemini_2_5_flash_image_00,single_attribute_008,job_0114,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0114_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_008_identity_object_1,A clear image of a ceramic tray and a yellow-and-green polka-dotted cup on a clean surface with a few unrelated objects.,"A clear image of a ceramic tray and a yellow-and-green polka-dotted cup on a clean surface with a few unrelated objects.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as tray, not a vague or ambiguous object-like shape."
repair_human_062_job_0116_gemini_2_5_flash_image_00,repair_human_062_job_0116_gemini_2_5_flash_image_00,"A clear image of a yellow-and-green polka-dotted sheet of paper and a matte black bottle cap on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape.",job_0116_gemini_2_5_flash_image_00,single_attribute_024,job_0116,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0116_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_024_identity_object_2,A clear image of a yellow-and-green polka-dotted sheet of paper and a matte black bottle cap on a lightly cluttered tabletop.,"A clear image of a yellow-and-green polka-dotted sheet of paper and a matte black bottle cap on a lightly cluttered tabletop.

Important generation instructions:
- Make it clear and easy to judge that the object generated is clearly recognizable as bottle cap, not a vague or ambiguous object-like shape."
repair_human_063_job_0118_gemini_2_5_flash_image_00,repair_human_063_job_0118_gemini_2_5_flash_image_00,"A clear image of a multicolored cup and a glossy white coin on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category.",job_0118_gemini_2_5_flash_image_00,single_attribute_019,job_0118,google,gemini-2.5-flash-image,../data/images/google_gemini_25_flash_image/job_0118_gemini_2_5_flash_image_00.png,repair_all_failed,human,ambiguous;fail,1,single_attribute_019_identity_object_2,A clear image of a multicolored cup and a glossy white coin on a lightly cluttered tabletop.,"A clear image of a multicolored cup and a glossy white coin on a lightly cluttered tabletop.

Important generation instructions:
- Make sure that the object generated is exactly coin; do not replace it with a different object category."
