repair_id,source_image_id,source_prompt_id,repair_strategy,trigger_label_source,source_provider,source_model_name,prompt_family,scene_context_type,composition,before_image_label,after_image_label,image_fixed,is_unnecessary_repair,unnecessary_repair_caused_regression,num_constraints,num_target_constraints,num_targets_fixed,num_regressions,num_hard_regressions,num_soft_regressions,has_regression,regressed_constraint_ids,hard_regressed_constraint_ids,soft_regressed_constraint_ids
repair_vlm_024_job_0029_gpt_image_1_00,job_0029_gpt_image_1_00,combined_attribute_cardinality_027,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,fail,False,False,False,5,1,0,2,2,0,True,combined_attribute_cardinality_027_identity_object_2;combined_attribute_cardinality_027_attribute_object_1,combined_attribute_cardinality_027_identity_object_2;combined_attribute_cardinality_027_attribute_object_1,
repair_vlm_025_job_0030_gemini_2_5_flash_image_00,job_0030_gemini_2_5_flash_image_00,combined_attribute_cardinality_004,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,ambiguous,fail,False,False,False,5,3,2,0,0,0,False,,,
repair_vlm_026_job_0031_gpt_image_1_00,job_0031_gpt_image_1_00,combined_attribute_cardinality_008,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_027_job_0032_gemini_2_5_flash_image_00,job_0032_gemini_2_5_flash_image_00,combined_attribute_cardinality_035,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,simple,combined,fail,fail,False,False,False,5,3,1,1,1,0,True,combined_attribute_cardinality_035_cardinality,combined_attribute_cardinality_035_cardinality,
repair_vlm_028_job_0034_gemini_2_5_flash_image_00,job_0034_gemini_2_5_flash_image_00,combined_attribute_cardinality_003,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_attribute_cardinality,natural,combined,pass,pass,False,True,False,5,2,2,0,0,0,False,,,
repair_vlm_029_job_0035_gpt_image_1_00,job_0035_gpt_image_1_00,combined_attribute_cardinality_015,repair_all_failed,vlm,openai,gpt-image-1,combined_attribute_cardinality,natural,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_030_job_0037_gpt_image_1_00,job_0037_gpt_image_1_00,combined_spatial_attribute_003,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_031_job_0038_gemini_2_5_flash_image_00,job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_032_job_0039_gpt_image_1_00,job_0039_gpt_image_1_00,combined_spatial_attribute_017,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,simple,combined,ambiguous,fail,False,False,False,5,3,2,0,0,0,False,,,
repair_vlm_033_job_0040_gemini_2_5_flash_image_00,job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_034_job_0043_gpt_image_1_00,job_0043_gpt_image_1_00,combined_spatial_attribute_036,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,pass,pass,False,True,False,5,3,3,0,0,0,False,,,
repair_vlm_035_job_0045_gpt_image_1_00,job_0045_gpt_image_1_00,combined_spatial_attribute_035,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,fail,False,False,False,5,3,3,1,1,0,True,combined_spatial_attribute_035_attribute_object_2,combined_spatial_attribute_035_attribute_object_2,
repair_vlm_036_job_0048_gemini_2_5_flash_image_00,job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_vlm_037_job_0049_gpt_image_1_00,job_0049_gpt_image_1_00,combined_spatial_attribute_026,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,pass,pass,False,True,False,5,3,3,0,0,0,False,,,
repair_vlm_038_job_0050_gemini_2_5_flash_image_00,job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_039_job_0052_gemini_2_5_flash_image_00,job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,ambiguous,False,False,False,5,2,1,0,0,0,False,,,
repair_vlm_040_job_0053_gpt_image_1_00,job_0053_gpt_image_1_00,combined_spatial_attribute_031,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_041_job_0054_gemini_2_5_flash_image_00,job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,3,2,0,0,0,False,,,
repair_vlm_042_job_0055_gpt_image_1_00,job_0055_gpt_image_1_00,combined_spatial_attribute_025,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,2,2,0,0,0,False,,,
repair_vlm_043_job_0059_gpt_image_1_00,job_0059_gpt_image_1_00,combined_spatial_attribute_023,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,simple,combined,ambiguous,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_vlm_044_job_0064_gemini_2_5_flash_image_00,job_0064_gemini_2_5_flash_image_00,combined_spatial_attribute_015,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,1,1,0,0,0,False,,,
repair_vlm_045_job_0065_gpt_image_1_00,job_0065_gpt_image_1_00,combined_spatial_attribute_020,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,fail,pass,True,False,False,5,3,3,0,0,0,False,,,
repair_vlm_046_job_0067_gpt_image_1_00,job_0067_gpt_image_1_00,combined_spatial_attribute_027,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,simple,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_047_job_0069_gpt_image_1_00,job_0069_gpt_image_1_00,combined_spatial_attribute_032,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,natural,combined,ambiguous,fail,False,False,False,5,2,1,1,1,0,True,combined_spatial_attribute_032_identity_object_2,combined_spatial_attribute_032_identity_object_2,
repair_vlm_048_job_0070_gemini_2_5_flash_image_00,job_0070_gemini_2_5_flash_image_00,combined_spatial_attribute_004,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,pass,pass,False,True,False,5,1,1,0,0,0,False,,,
repair_vlm_049_job_0071_gpt_image_1_00,job_0071_gpt_image_1_00,combined_spatial_attribute_018,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_attribute,simple,combined,pass,pass,False,True,False,5,3,3,0,0,0,False,,,
repair_vlm_050_job_0072_gemini_2_5_flash_image_00,job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_attribute,natural,combined,fail,fail,False,False,False,5,3,2,0,0,0,False,,,
repair_vlm_051_job_0074_gemini_2_5_flash_image_00,job_0074_gemini_2_5_flash_image_00,combined_spatial_cardinality_028,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,simple,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_vlm_052_job_0075_gpt_image_1_00,job_0075_gpt_image_1_00,combined_spatial_cardinality_021,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,pass,pass,False,True,False,4,2,2,0,0,0,False,,,
repair_vlm_053_job_0076_gemini_2_5_flash_image_00,job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_vlm_054_job_0078_gemini_2_5_flash_image_00,job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_vlm_055_job_0080_gemini_2_5_flash_image_00,job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,2,1,0,0,0,False,,,
repair_vlm_056_job_0081_gpt_image_1_00,job_0081_gpt_image_1_00,combined_spatial_cardinality_019,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,pass,pass,False,True,False,4,1,1,0,0,0,False,,,
repair_vlm_057_job_0082_gemini_2_5_flash_image_00,job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,1,0,0,0,False,,,
repair_vlm_058_job_0083_gpt_image_1_00,job_0083_gpt_image_1_00,combined_spatial_cardinality_008,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_vlm_059_job_0084_gemini_2_5_flash_image_00,job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_vlm_060_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,fail,pass,True,False,False,4,2,2,0,0,0,False,,,
repair_vlm_061_job_0087_gpt_image_1_00,job_0087_gpt_image_1_00,combined_spatial_cardinality_024,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,1,1,1,0,True,combined_spatial_cardinality_024_identity_object_1,combined_spatial_cardinality_024_identity_object_1,
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,simple,combined,ambiguous,fail,False,False,False,4,3,1,1,1,0,True,combined_spatial_cardinality_005_identity_object_2,combined_spatial_cardinality_005_identity_object_2,
repair_vlm_063_job_0090_gemini_2_5_flash_image_00,job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,simple,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_vlm_064_job_0092_gemini_2_5_flash_image_00,job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,ambiguous,fail,False,False,False,4,1,0,1,1,0,True,combined_spatial_cardinality_027_cardinality,combined_spatial_cardinality_027_cardinality,
repair_vlm_065_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,2,1,0,0,0,False,,,
repair_vlm_066_job_0095_gpt_image_1_00,job_0095_gpt_image_1_00,combined_spatial_cardinality_020,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,fail,fail,False,False,False,4,1,0,0,0,0,False,,,
repair_vlm_067_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,natural,combined,ambiguous,fail,False,False,False,4,2,1,0,0,0,False,,,
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,natural,combined,ambiguous,pass,True,False,False,4,3,3,0,0,0,False,,,
repair_vlm_069_job_0105_gpt_image_1_00,job_0105_gpt_image_1_00,combined_spatial_cardinality_006,repair_all_failed,vlm,openai,gpt-image-1,combined_spatial_cardinality,simple,combined,ambiguous,fail,False,False,False,4,1,0,1,1,0,True,combined_spatial_cardinality_006_cardinality,combined_spatial_cardinality_006_cardinality,
repair_vlm_070_job_0108_gemini_2_5_flash_image_00,job_0108_gemini_2_5_flash_image_00,combined_spatial_cardinality_036,repair_all_failed,vlm,google,gemini-2.5-flash-image,combined_spatial_cardinality,simple,combined,pass,fail,False,True,True,4,2,1,1,1,0,True,combined_spatial_cardinality_036_cardinality,combined_spatial_cardinality_036_cardinality,
repair_vlm_071_job_0109_gpt_image_1_00,job_0109_gpt_image_1_00,single_attribute_022,repair_all_failed,vlm,openai,gpt-image-1,single_attribute,simple,single,pass,fail,False,True,True,4,1,1,1,1,0,True,single_attribute_022_attribute_object_2,single_attribute_022_attribute_object_2,
repair_vlm_072_job_0112_gemini_2_5_flash_image_00,job_0112_gemini_2_5_flash_image_00,single_attribute_012,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_attribute,simple,single,pass,pass,False,True,False,4,2,2,0,0,0,False,,,
repair_vlm_073_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_attribute,simple,single,ambiguous,pass,True,False,False,4,2,2,0,0,0,False,,,
repair_vlm_074_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_attribute,simple,single,fail,pass,True,False,False,4,2,2,0,0,0,False,,,
repair_vlm_075_job_0119_gpt_image_1_00,job_0119_gpt_image_1_00,single_attribute_009,repair_all_failed,vlm,openai,gpt-image-1,single_attribute,simple,single,pass,ambiguous,False,True,True,4,1,1,1,0,1,True,single_attribute_009_identity_object_2,,single_attribute_009_identity_object_2
repair_vlm_076_job_0121_gpt_image_1_00,job_0121_gpt_image_1_00,single_attribute_010,repair_all_failed,vlm,openai,gpt-image-1,single_attribute,simple,single,pass,fail,False,True,True,4,1,1,1,1,0,True,single_attribute_010_attribute_object_1,single_attribute_010_attribute_object_1,
repair_vlm_077_job_0123_gpt_image_1_00,job_0123_gpt_image_1_00,single_attribute_005,repair_all_failed,vlm,openai,gpt-image-1,single_attribute,natural,single,pass,pass,False,True,False,4,2,2,0,0,0,False,,,
repair_vlm_078_job_0125_gpt_image_1_00,job_0125_gpt_image_1_00,single_attribute_006,repair_all_failed,vlm,openai,gpt-image-1,single_attribute,natural,single,pass,pass,False,True,False,4,2,2,0,0,0,False,,,
repair_vlm_079_job_0126_gemini_2_5_flash_image_00,job_0126_gemini_2_5_flash_image_00,single_attribute_003,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_attribute,natural,single,ambiguous,pass,True,False,False,4,1,1,0,0,0,False,,,
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_attribute,simple,single,fail,pass,True,False,False,4,3,3,0,0,0,False,,,
repair_vlm_081_job_0137_gpt_image_1_00,job_0137_gpt_image_1_00,single_cardinality_009,repair_all_failed,vlm,openai,gpt-image-1,single_cardinality,natural,single,pass,pass,False,True,False,2,1,1,0,0,0,False,,,
repair_vlm_082_job_0138_gemini_2_5_flash_image_00,job_0138_gemini_2_5_flash_image_00,single_cardinality_016,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_vlm_083_job_0142_gemini_2_5_flash_image_00,job_0142_gemini_2_5_flash_image_00,single_cardinality_021,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,natural,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_vlm_084_job_0146_gemini_2_5_flash_image_00,job_0146_gemini_2_5_flash_image_00,single_cardinality_013,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,natural,single,pass,pass,False,True,False,2,2,2,0,0,0,False,,,
repair_vlm_085_job_0150_gemini_2_5_flash_image_00,job_0150_gemini_2_5_flash_image_00,single_cardinality_023,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,fail,False,False,False,2,1,0,0,0,0,False,,,
repair_vlm_086_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,repair_all_failed,vlm,openai,gpt-image-1,single_cardinality,natural,single,fail,fail,False,False,False,2,2,1,0,0,0,False,,,
repair_vlm_087_job_0152_gemini_2_5_flash_image_00,job_0152_gemini_2_5_flash_image_00,single_cardinality_014,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,natural,single,pass,pass,False,True,False,2,1,1,0,0,0,False,,,
repair_vlm_088_job_0154_gemini_2_5_flash_image_00,job_0154_gemini_2_5_flash_image_00,single_cardinality_018,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_cardinality,simple,single,fail,pass,True,False,False,2,1,1,0,0,0,False,,,
repair_vlm_089_job_0157_gpt_image_1_00,job_0157_gpt_image_1_00,single_spatial_013,repair_all_failed,vlm,openai,gpt-image-1,single_spatial,simple,single,pass,pass,False,True,False,3,1,1,0,0,0,False,,,
repair_vlm_090_job_0166_gemini_2_5_flash_image_00,job_0166_gemini_2_5_flash_image_00,single_spatial_004,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_spatial,simple,single,ambiguous,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_vlm_091_job_0172_gemini_2_5_flash_image_00,job_0172_gemini_2_5_flash_image_00,single_spatial_011,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_spatial,natural,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_vlm_092_job_0176_gemini_2_5_flash_image_00,job_0176_gemini_2_5_flash_image_00,single_spatial_019,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_spatial,simple,single,fail,pass,True,False,False,3,1,1,0,0,0,False,,,
repair_vlm_093_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,repair_all_failed,vlm,google,gemini-2.5-flash-image,single_spatial,natural,single,fail,pass,True,False,False,3,2,2,0,0,0,False,,,
