repair_id,source_image_id,source_prompt_id,target_constraint_id,target_constraint_type,before_label,after_label,target_fixed
repair_vlm_026_job_0031_gpt_image_1_00,job_0031_gpt_image_1_00,combined_attribute_cardinality_008,combined_attribute_cardinality_008_cardinality,cardinality,fail,pass,True
repair_vlm_027_job_0032_gemini_2_5_flash_image_00,job_0032_gemini_2_5_flash_image_00,combined_attribute_cardinality_035,combined_attribute_cardinality_035_identity_object_1,object_identity,fail,fail,False
repair_vlm_027_job_0032_gemini_2_5_flash_image_00,job_0032_gemini_2_5_flash_image_00,combined_attribute_cardinality_035,combined_attribute_cardinality_035_cardinality,cardinality,fail,fail,False
repair_vlm_027_job_0032_gemini_2_5_flash_image_00,job_0032_gemini_2_5_flash_image_00,combined_attribute_cardinality_035,combined_attribute_cardinality_035_attribute_object_1,attribute,fail,pass,True
repair_vlm_028_job_0034_gemini_2_5_flash_image_00,job_0034_gemini_2_5_flash_image_00,combined_attribute_cardinality_003,combined_attribute_cardinality_003_identity_object_1,object_identity,fail,pass,True
repair_vlm_028_job_0034_gemini_2_5_flash_image_00,job_0034_gemini_2_5_flash_image_00,combined_attribute_cardinality_003,combined_attribute_cardinality_003_cardinality,cardinality,fail,pass,True
repair_vlm_029_job_0035_gpt_image_1_00,job_0035_gpt_image_1_00,combined_attribute_cardinality_015,combined_attribute_cardinality_015_cardinality,cardinality,fail,pass,True
repair_vlm_030_job_0037_gpt_image_1_00,job_0037_gpt_image_1_00,combined_spatial_attribute_003,combined_spatial_attribute_003_identity_object_1,object_identity,fail,pass,True
repair_vlm_030_job_0037_gpt_image_1_00,job_0037_gpt_image_1_00,combined_spatial_attribute_003,combined_spatial_attribute_003_attribute_object_1,attribute,fail,pass,True
repair_vlm_030_job_0037_gpt_image_1_00,job_0037_gpt_image_1_00,combined_spatial_attribute_003,combined_spatial_attribute_003_spatial,spatial_relation,fail,pass,True
repair_vlm_031_job_0038_gemini_2_5_flash_image_00,job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,combined_spatial_attribute_013_identity_object_2,object_identity,ambiguous,pass,True
repair_vlm_031_job_0038_gemini_2_5_flash_image_00,job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,combined_spatial_attribute_013_attribute_object_1,attribute,ambiguous,pass,True
repair_vlm_031_job_0038_gemini_2_5_flash_image_00,job_0038_gemini_2_5_flash_image_00,combined_spatial_attribute_013,combined_spatial_attribute_013_attribute_object_2,attribute,fail,pass,True
repair_vlm_032_job_0039_gpt_image_1_00,job_0039_gpt_image_1_00,combined_spatial_attribute_017,combined_spatial_attribute_017_identity_object_1,object_identity,fail,fail,False
repair_vlm_032_job_0039_gpt_image_1_00,job_0039_gpt_image_1_00,combined_spatial_attribute_017,combined_spatial_attribute_017_attribute_object_1,attribute,ambiguous,pass,True
repair_vlm_032_job_0039_gpt_image_1_00,job_0039_gpt_image_1_00,combined_spatial_attribute_017,combined_spatial_attribute_017_spatial,spatial_relation,ambiguous,pass,True
repair_vlm_033_job_0040_gemini_2_5_flash_image_00,job_0040_gemini_2_5_flash_image_00,combined_spatial_attribute_001,combined_spatial_attribute_001_attribute_object_1,attribute,ambiguous,pass,True
repair_vlm_034_job_0043_gpt_image_1_00,job_0043_gpt_image_1_00,combined_spatial_attribute_036,combined_spatial_attribute_036_identity_object_2,object_identity,fail,pass,True
repair_vlm_034_job_0043_gpt_image_1_00,job_0043_gpt_image_1_00,combined_spatial_attribute_036,combined_spatial_attribute_036_attribute_object_2,attribute,fail,pass,True
repair_vlm_034_job_0043_gpt_image_1_00,job_0043_gpt_image_1_00,combined_spatial_attribute_036,combined_spatial_attribute_036_spatial,spatial_relation,fail,pass,True
repair_vlm_035_job_0045_gpt_image_1_00,job_0045_gpt_image_1_00,combined_spatial_attribute_035,combined_spatial_attribute_035_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_035_job_0045_gpt_image_1_00,job_0045_gpt_image_1_00,combined_spatial_attribute_035,combined_spatial_attribute_035_identity_object_2,object_identity,fail,pass,True
repair_vlm_035_job_0045_gpt_image_1_00,job_0045_gpt_image_1_00,combined_spatial_attribute_035,combined_spatial_attribute_035_spatial,spatial_relation,fail,pass,True
repair_vlm_036_job_0048_gemini_2_5_flash_image_00,job_0048_gemini_2_5_flash_image_00,combined_spatial_attribute_033,combined_spatial_attribute_033_spatial,spatial_relation,fail,pass,True
repair_vlm_037_job_0049_gpt_image_1_00,job_0049_gpt_image_1_00,combined_spatial_attribute_026,combined_spatial_attribute_026_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_037_job_0049_gpt_image_1_00,job_0049_gpt_image_1_00,combined_spatial_attribute_026,combined_spatial_attribute_026_attribute_object_1,attribute,fail,pass,True
repair_vlm_037_job_0049_gpt_image_1_00,job_0049_gpt_image_1_00,combined_spatial_attribute_026,combined_spatial_attribute_026_spatial,spatial_relation,fail,pass,True
repair_vlm_038_job_0050_gemini_2_5_flash_image_00,job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,combined_spatial_attribute_002_identity_object_1,object_identity,fail,pass,True
repair_vlm_038_job_0050_gemini_2_5_flash_image_00,job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,combined_spatial_attribute_002_attribute_object_1,attribute,fail,pass,True
repair_vlm_038_job_0050_gemini_2_5_flash_image_00,job_0050_gemini_2_5_flash_image_00,combined_spatial_attribute_002,combined_spatial_attribute_002_spatial,spatial_relation,fail,pass,True
repair_vlm_039_job_0052_gemini_2_5_flash_image_00,job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,combined_spatial_attribute_008_identity_object_2,object_identity,fail,ambiguous,False
repair_vlm_039_job_0052_gemini_2_5_flash_image_00,job_0052_gemini_2_5_flash_image_00,combined_spatial_attribute_008,combined_spatial_attribute_008_spatial,spatial_relation,ambiguous,pass,True
repair_vlm_040_job_0053_gpt_image_1_00,job_0053_gpt_image_1_00,combined_spatial_attribute_031,combined_spatial_attribute_031_identity_object_2,object_identity,fail,pass,True
repair_vlm_040_job_0053_gpt_image_1_00,job_0053_gpt_image_1_00,combined_spatial_attribute_031,combined_spatial_attribute_031_attribute_object_2,attribute,fail,pass,True
repair_vlm_040_job_0053_gpt_image_1_00,job_0053_gpt_image_1_00,combined_spatial_attribute_031,combined_spatial_attribute_031_spatial,spatial_relation,fail,pass,True
repair_vlm_041_job_0054_gemini_2_5_flash_image_00,job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,combined_spatial_attribute_007_identity_object_1,object_identity,fail,fail,False
repair_vlm_041_job_0054_gemini_2_5_flash_image_00,job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,combined_spatial_attribute_007_attribute_object_1,attribute,fail,pass,True
repair_vlm_041_job_0054_gemini_2_5_flash_image_00,job_0054_gemini_2_5_flash_image_00,combined_spatial_attribute_007,combined_spatial_attribute_007_spatial,spatial_relation,fail,pass,True
repair_vlm_042_job_0055_gpt_image_1_00,job_0055_gpt_image_1_00,combined_spatial_attribute_025,combined_spatial_attribute_025_attribute_object_2,attribute,ambiguous,pass,True
repair_vlm_042_job_0055_gpt_image_1_00,job_0055_gpt_image_1_00,combined_spatial_attribute_025,combined_spatial_attribute_025_spatial,spatial_relation,fail,pass,True
repair_vlm_043_job_0059_gpt_image_1_00,job_0059_gpt_image_1_00,combined_spatial_attribute_023,combined_spatial_attribute_023_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_044_job_0064_gemini_2_5_flash_image_00,job_0064_gemini_2_5_flash_image_00,combined_spatial_attribute_015,combined_spatial_attribute_015_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_045_job_0065_gpt_image_1_00,job_0065_gpt_image_1_00,combined_spatial_attribute_020,combined_spatial_attribute_020_identity_object_1,object_identity,fail,pass,True
repair_vlm_045_job_0065_gpt_image_1_00,job_0065_gpt_image_1_00,combined_spatial_attribute_020,combined_spatial_attribute_020_attribute_object_1,attribute,fail,pass,True
repair_vlm_045_job_0065_gpt_image_1_00,job_0065_gpt_image_1_00,combined_spatial_attribute_020,combined_spatial_attribute_020_spatial,spatial_relation,ambiguous,pass,True
repair_vlm_046_job_0067_gpt_image_1_00,job_0067_gpt_image_1_00,combined_spatial_attribute_027,combined_spatial_attribute_027_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_047_job_0069_gpt_image_1_00,job_0069_gpt_image_1_00,combined_spatial_attribute_032,combined_spatial_attribute_032_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_047_job_0069_gpt_image_1_00,job_0069_gpt_image_1_00,combined_spatial_attribute_032,combined_spatial_attribute_032_identity_object_2,object_identity,ambiguous,fail,False
repair_vlm_048_job_0070_gemini_2_5_flash_image_00,job_0070_gemini_2_5_flash_image_00,combined_spatial_attribute_004,combined_spatial_attribute_004_spatial,spatial_relation,fail,pass,True
repair_vlm_049_job_0071_gpt_image_1_00,job_0071_gpt_image_1_00,combined_spatial_attribute_018,combined_spatial_attribute_018_identity_object_1,object_identity,fail,pass,True
repair_vlm_049_job_0071_gpt_image_1_00,job_0071_gpt_image_1_00,combined_spatial_attribute_018,combined_spatial_attribute_018_attribute_object_1,attribute,fail,pass,True
repair_vlm_049_job_0071_gpt_image_1_00,job_0071_gpt_image_1_00,combined_spatial_attribute_018,combined_spatial_attribute_018_spatial,spatial_relation,fail,pass,True
repair_vlm_050_job_0072_gemini_2_5_flash_image_00,job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,combined_spatial_attribute_034_identity_object_2,object_identity,fail,fail,False
repair_vlm_050_job_0072_gemini_2_5_flash_image_00,job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,combined_spatial_attribute_034_attribute_object_2,attribute,fail,pass,True
repair_vlm_050_job_0072_gemini_2_5_flash_image_00,job_0072_gemini_2_5_flash_image_00,combined_spatial_attribute_034,combined_spatial_attribute_034_spatial,spatial_relation,fail,pass,True
repair_vlm_051_job_0074_gemini_2_5_flash_image_00,job_0074_gemini_2_5_flash_image_00,combined_spatial_cardinality_028,combined_spatial_cardinality_028_cardinality,cardinality,fail,fail,False
repair_vlm_052_job_0075_gpt_image_1_00,job_0075_gpt_image_1_00,combined_spatial_cardinality_021,combined_spatial_cardinality_021_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_052_job_0075_gpt_image_1_00,job_0075_gpt_image_1_00,combined_spatial_cardinality_021,combined_spatial_cardinality_021_spatial,spatial_relation,ambiguous,pass,True
repair_vlm_053_job_0076_gemini_2_5_flash_image_00,job_0076_gemini_2_5_flash_image_00,combined_spatial_cardinality_001,combined_spatial_cardinality_001_identity_object_2,object_identity,fail,pass,True
repair_vlm_054_job_0078_gemini_2_5_flash_image_00,job_0078_gemini_2_5_flash_image_00,combined_spatial_cardinality_026,combined_spatial_cardinality_026_cardinality,cardinality,fail,fail,False
repair_vlm_055_job_0080_gemini_2_5_flash_image_00,job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,combined_spatial_cardinality_023_identity_object_2,object_identity,fail,pass,True
repair_vlm_055_job_0080_gemini_2_5_flash_image_00,job_0080_gemini_2_5_flash_image_00,combined_spatial_cardinality_023,combined_spatial_cardinality_023_cardinality,cardinality,fail,fail,False
repair_vlm_056_job_0081_gpt_image_1_00,job_0081_gpt_image_1_00,combined_spatial_cardinality_019,combined_spatial_cardinality_019_cardinality,cardinality,fail,pass,True
repair_vlm_057_job_0082_gemini_2_5_flash_image_00,job_0082_gemini_2_5_flash_image_00,combined_spatial_cardinality_034,combined_spatial_cardinality_034_spatial,spatial_relation,fail,pass,True
repair_vlm_058_job_0083_gpt_image_1_00,job_0083_gpt_image_1_00,combined_spatial_cardinality_008,combined_spatial_cardinality_008_cardinality,cardinality,fail,pass,True
repair_vlm_059_job_0084_gemini_2_5_flash_image_00,job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,combined_spatial_cardinality_011_spatial,spatial_relation,fail,fail,False
repair_vlm_060_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,combined_spatial_cardinality_030_identity_object_2,object_identity,ambiguous,pass,True
repair_vlm_060_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,combined_spatial_cardinality_030_cardinality,cardinality,fail,pass,True
repair_vlm_061_job_0087_gpt_image_1_00,job_0087_gpt_image_1_00,combined_spatial_cardinality_024,combined_spatial_cardinality_024_cardinality,cardinality,fail,pass,True
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_identity_object_2,object_identity,fail,fail,False
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_cardinality,cardinality,ambiguous,fail,False
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_spatial,spatial_relation,fail,pass,True
repair_vlm_063_job_0090_gemini_2_5_flash_image_00,job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,combined_spatial_cardinality_022_cardinality,cardinality,fail,fail,False
repair_vlm_064_job_0092_gemini_2_5_flash_image_00,job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,combined_spatial_cardinality_027_cardinality,cardinality,fail,fail,False
repair_vlm_065_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,combined_spatial_cardinality_018_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_065_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,combined_spatial_cardinality_018_cardinality,cardinality,fail,fail,False
repair_vlm_066_job_0095_gpt_image_1_00,job_0095_gpt_image_1_00,combined_spatial_cardinality_020,combined_spatial_cardinality_020_cardinality,cardinality,fail,fail,False
repair_vlm_067_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,combined_spatial_cardinality_003_cardinality,cardinality,fail,fail,False
repair_vlm_067_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,combined_spatial_cardinality_003_spatial,spatial_relation,fail,pass,True
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_identity_object_1,object_identity,fail,pass,True
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_cardinality,cardinality,fail,pass,True
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_spatial,spatial_relation,fail,pass,True
repair_vlm_069_job_0105_gpt_image_1_00,job_0105_gpt_image_1_00,combined_spatial_cardinality_006,combined_spatial_cardinality_006_cardinality,cardinality,fail,fail,False
repair_vlm_070_job_0108_gemini_2_5_flash_image_00,job_0108_gemini_2_5_flash_image_00,combined_spatial_cardinality_036,combined_spatial_cardinality_036_cardinality,cardinality,fail,fail,False
repair_vlm_070_job_0108_gemini_2_5_flash_image_00,job_0108_gemini_2_5_flash_image_00,combined_spatial_cardinality_036,combined_spatial_cardinality_036_spatial,spatial_relation,fail,pass,True
repair_vlm_071_job_0109_gpt_image_1_00,job_0109_gpt_image_1_00,single_attribute_022,single_attribute_022_identity_object_2,object_identity,ambiguous,pass,True
repair_vlm_072_job_0112_gemini_2_5_flash_image_00,job_0112_gemini_2_5_flash_image_00,single_attribute_012,single_attribute_012_identity_object_1,object_identity,fail,pass,True
repair_vlm_072_job_0112_gemini_2_5_flash_image_00,job_0112_gemini_2_5_flash_image_00,single_attribute_012,single_attribute_012_attribute_object_1,attribute,fail,pass,True
repair_vlm_073_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,single_attribute_024_identity_object_2,object_identity,ambiguous,pass,True
repair_vlm_073_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,single_attribute_024_attribute_object_2,attribute,ambiguous,pass,True
repair_vlm_074_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,single_attribute_019_identity_object_2,object_identity,fail,pass,True
repair_vlm_074_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,single_attribute_019_attribute_object_2,attribute,ambiguous,pass,True
repair_vlm_075_job_0119_gpt_image_1_00,job_0119_gpt_image_1_00,single_attribute_009,single_attribute_009_attribute_object_1,attribute,fail,pass,True
repair_vlm_076_job_0121_gpt_image_1_00,job_0121_gpt_image_1_00,single_attribute_010,single_attribute_010_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_077_job_0123_gpt_image_1_00,job_0123_gpt_image_1_00,single_attribute_005,single_attribute_005_identity_object_1,object_identity,fail,pass,True
repair_vlm_077_job_0123_gpt_image_1_00,job_0123_gpt_image_1_00,single_attribute_005,single_attribute_005_attribute_object_1,attribute,fail,pass,True
repair_vlm_078_job_0125_gpt_image_1_00,job_0125_gpt_image_1_00,single_attribute_006,single_attribute_006_identity_object_2,object_identity,fail,pass,True
repair_vlm_078_job_0125_gpt_image_1_00,job_0125_gpt_image_1_00,single_attribute_006,single_attribute_006_attribute_object_2,attribute,ambiguous,pass,True
repair_vlm_079_job_0126_gemini_2_5_flash_image_00,job_0126_gemini_2_5_flash_image_00,single_attribute_003,single_attribute_003_identity_object_2,object_identity,fail,pass,True
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_identity_object_2,object_identity,ambiguous,pass,True
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_attribute_object_2,attribute,ambiguous,pass,True
repair_vlm_081_job_0137_gpt_image_1_00,job_0137_gpt_image_1_00,single_cardinality_009,single_cardinality_009_cardinality,cardinality,fail,pass,True
repair_vlm_082_job_0138_gemini_2_5_flash_image_00,job_0138_gemini_2_5_flash_image_00,single_cardinality_016,single_cardinality_016_cardinality,cardinality,fail,fail,False
repair_vlm_083_job_0142_gemini_2_5_flash_image_00,job_0142_gemini_2_5_flash_image_00,single_cardinality_021,single_cardinality_021_cardinality,cardinality,fail,fail,False
repair_vlm_084_job_0146_gemini_2_5_flash_image_00,job_0146_gemini_2_5_flash_image_00,single_cardinality_013,single_cardinality_013_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_084_job_0146_gemini_2_5_flash_image_00,job_0146_gemini_2_5_flash_image_00,single_cardinality_013,single_cardinality_013_cardinality,cardinality,fail,pass,True
repair_vlm_085_job_0150_gemini_2_5_flash_image_00,job_0150_gemini_2_5_flash_image_00,single_cardinality_023,single_cardinality_023_cardinality,cardinality,fail,fail,False
repair_vlm_086_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,single_cardinality_019_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_086_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,single_cardinality_019_cardinality,cardinality,fail,fail,False
repair_vlm_087_job_0152_gemini_2_5_flash_image_00,job_0152_gemini_2_5_flash_image_00,single_cardinality_014,single_cardinality_014_cardinality,cardinality,fail,pass,True
repair_vlm_088_job_0154_gemini_2_5_flash_image_00,job_0154_gemini_2_5_flash_image_00,single_cardinality_018,single_cardinality_018_cardinality,cardinality,fail,pass,True
repair_vlm_089_job_0157_gpt_image_1_00,job_0157_gpt_image_1_00,single_spatial_013,single_spatial_013_identity_object_1,object_identity,ambiguous,pass,True
repair_vlm_090_job_0166_gemini_2_5_flash_image_00,job_0166_gemini_2_5_flash_image_00,single_spatial_004,single_spatial_004_identity_object_2,object_identity,fail,pass,True
repair_vlm_091_job_0172_gemini_2_5_flash_image_00,job_0172_gemini_2_5_flash_image_00,single_spatial_011,single_spatial_011_spatial,spatial_relation,fail,pass,True
repair_vlm_092_job_0176_gemini_2_5_flash_image_00,job_0176_gemini_2_5_flash_image_00,single_spatial_019,single_spatial_019_identity_object_2,object_identity,fail,pass,True
repair_vlm_093_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,single_spatial_010_identity_object_2,object_identity,fail,pass,True
repair_vlm_093_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,single_spatial_010_spatial,spatial_relation,fail,pass,True
