image_id,prompt_id,provider,model_name,prompt_family,scene_context_type,composition,num_constraints,human_image_label,vlm_image_label,image_label_agreement,human_failed_constraints,vlm_failed_constraints,human_ambiguous_constraints,vlm_ambiguous_constraints
job_0126_gemini_2_5_flash_image_00,single_attribute_003,google,gemini-2.5-flash-image,single_attribute,natural,single,4,ambiguous,fail,False,,single_attribute_003_identity_object_2,single_attribute_003_identity_object_2,
job_0127_gpt_image_1_00,single_attribute_023,openai,gpt-image-1,single_attribute,simple,single,4,pass,pass,True,,,,
job_0128_gemini_2_5_flash_image_00,single_attribute_021,google,gemini-2.5-flash-image,single_attribute,simple,single,4,fail,ambiguous,False,single_attribute_021_identity_object_1,,single_attribute_021_identity_object_2,single_attribute_021_identity_object_1;single_attribute_021_identity_object_2;single_attribute_021_attribute_object_2
job_0129_gpt_image_1_00,single_attribute_016,openai,gpt-image-1,single_attribute,natural,single,4,ambiguous,pass,False,,,single_attribute_016_identity_object_1,
job_0130_gemini_2_5_flash_image_00,single_attribute_001,google,gemini-2.5-flash-image,single_attribute,natural,single,4,pass,pass,True,,,,
job_0131_gpt_image_1_00,single_attribute_002,openai,gpt-image-1,single_attribute,natural,single,4,pass,pass,True,,,,
job_0132_gemini_2_5_flash_image_00,single_attribute_015,google,gemini-2.5-flash-image,single_attribute,natural,single,4,pass,pass,True,,,,
job_0133_gpt_image_1_00,single_cardinality_011,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0134_gemini_2_5_flash_image_00,single_cardinality_007,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0135_gpt_image_1_00,single_cardinality_012,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0136_gemini_2_5_flash_image_00,single_cardinality_003,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0137_gpt_image_1_00,single_cardinality_009,openai,gpt-image-1,single_cardinality,natural,single,2,pass,fail,False,,single_cardinality_009_cardinality,,
job_0138_gemini_2_5_flash_image_00,single_cardinality_016,google,gemini-2.5-flash-image,single_cardinality,simple,single,2,fail,fail,True,single_cardinality_016_cardinality,single_cardinality_016_cardinality,,
job_0139_gpt_image_1_00,single_cardinality_005,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0140_gemini_2_5_flash_image_00,single_cardinality_010,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,fail,pass,False,single_cardinality_010_cardinality,,,
job_0141_gpt_image_1_00,single_cardinality_002,openai,gpt-image-1,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0142_gemini_2_5_flash_image_00,single_cardinality_021,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,fail,fail,True,single_cardinality_021_cardinality,single_cardinality_021_cardinality,,
job_0143_gpt_image_1_00,single_cardinality_004,openai,gpt-image-1,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0144_gemini_2_5_flash_image_00,single_cardinality_020,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,fail,pass,False,single_cardinality_020_cardinality,,,
job_0145_gpt_image_1_00,single_cardinality_015,openai,gpt-image-1,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0146_gemini_2_5_flash_image_00,single_cardinality_013,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,pass,fail,False,,single_cardinality_013_cardinality,,single_cardinality_013_identity_object_1
job_0147_gpt_image_1_00,single_cardinality_022,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0148_gemini_2_5_flash_image_00,single_cardinality_024,google,gemini-2.5-flash-image,single_cardinality,simple,single,2,fail,pass,False,single_cardinality_024_cardinality,,,
job_0149_gpt_image_1_00,single_cardinality_006,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0150_gemini_2_5_flash_image_00,single_cardinality_023,google,gemini-2.5-flash-image,single_cardinality,simple,single,2,fail,fail,True,single_cardinality_023_cardinality,single_cardinality_023_cardinality,,
job_0151_gpt_image_1_00,single_cardinality_019,openai,gpt-image-1,single_cardinality,natural,single,2,fail,fail,True,single_cardinality_019_cardinality,single_cardinality_019_cardinality,,single_cardinality_019_identity_object_1
job_0152_gemini_2_5_flash_image_00,single_cardinality_014,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,pass,fail,False,,single_cardinality_014_cardinality,,
job_0153_gpt_image_1_00,single_cardinality_008,openai,gpt-image-1,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0154_gemini_2_5_flash_image_00,single_cardinality_018,google,gemini-2.5-flash-image,single_cardinality,simple,single,2,fail,fail,True,single_cardinality_018_cardinality,single_cardinality_018_cardinality,,
job_0155_gpt_image_1_00,single_cardinality_017,openai,gpt-image-1,single_cardinality,simple,single,2,pass,pass,True,,,,
job_0156_gemini_2_5_flash_image_00,single_cardinality_001,google,gemini-2.5-flash-image,single_cardinality,natural,single,2,pass,pass,True,,,,
job_0157_gpt_image_1_00,single_spatial_013,openai,gpt-image-1,single_spatial,simple,single,3,pass,ambiguous,False,,,,single_spatial_013_identity_object_1
job_0158_gemini_2_5_flash_image_00,single_spatial_021,google,gemini-2.5-flash-image,single_spatial,natural,single,3,pass,pass,True,,,,
job_0159_gpt_image_1_00,single_spatial_016,openai,gpt-image-1,single_spatial,simple,single,3,pass,pass,True,,,,
job_0160_gemini_2_5_flash_image_00,single_spatial_018,google,gemini-2.5-flash-image,single_spatial,natural,single,3,fail,pass,False,single_spatial_018_identity_object_2,,,
job_0161_gpt_image_1_00,single_spatial_007,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0162_gemini_2_5_flash_image_00,single_spatial_006,google,gemini-2.5-flash-image,single_spatial,natural,single,3,pass,pass,True,,,,
job_0163_gpt_image_1_00,single_spatial_012,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0164_gemini_2_5_flash_image_00,single_spatial_003,google,gemini-2.5-flash-image,single_spatial,simple,single,3,pass,pass,True,,,,
job_0165_gpt_image_1_00,single_spatial_009,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0166_gemini_2_5_flash_image_00,single_spatial_004,google,gemini-2.5-flash-image,single_spatial,simple,single,3,ambiguous,fail,False,,single_spatial_004_identity_object_2,single_spatial_004_identity_object_2,
job_0167_gpt_image_1_00,single_spatial_001,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0168_gemini_2_5_flash_image_00,single_spatial_023,google,gemini-2.5-flash-image,single_spatial,natural,single,3,pass,pass,True,,,,
job_0169_gpt_image_1_00,single_spatial_008,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0170_gemini_2_5_flash_image_00,single_spatial_017,google,gemini-2.5-flash-image,single_spatial,natural,single,3,pass,pass,True,,,,
job_0171_gpt_image_1_00,single_spatial_014,openai,gpt-image-1,single_spatial,simple,single,3,ambiguous,pass,False,,,single_spatial_014_identity_object_2,
job_0172_gemini_2_5_flash_image_00,single_spatial_011,google,gemini-2.5-flash-image,single_spatial,natural,single,3,fail,fail,True,single_spatial_011_spatial,single_spatial_011_spatial,,
job_0173_gpt_image_1_00,single_spatial_020,openai,gpt-image-1,single_spatial,simple,single,3,pass,pass,True,,,,
job_0174_gemini_2_5_flash_image_00,single_spatial_015,google,gemini-2.5-flash-image,single_spatial,simple,single,3,fail,pass,False,single_spatial_015_identity_object_2,,,
job_0175_gpt_image_1_00,single_spatial_024,openai,gpt-image-1,single_spatial,simple,single,3,pass,pass,True,,,,
job_0176_gemini_2_5_flash_image_00,single_spatial_019,google,gemini-2.5-flash-image,single_spatial,simple,single,3,fail,fail,True,single_spatial_019_identity_object_2,single_spatial_019_identity_object_2,,
job_0177_gpt_image_1_00,single_spatial_002,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0178_gemini_2_5_flash_image_00,single_spatial_010,google,gemini-2.5-flash-image,single_spatial,natural,single,3,fail,fail,True,single_spatial_010_identity_object_2,single_spatial_010_identity_object_2;single_spatial_010_spatial,,
job_0179_gpt_image_1_00,single_spatial_005,openai,gpt-image-1,single_spatial,natural,single,3,pass,pass,True,,,,
job_0180_gemini_2_5_flash_image_00,single_spatial_022,google,gemini-2.5-flash-image,single_spatial,natural,single,3,pass,pass,True,,,,
