repair_id,source_image_id,source_prompt_id,target_constraint_id,target_constraint_type,before_label,repair_action,target_constraint_text
repair_vlm_059_job_0084_gemini_2_5_flash_image_00,job_0084_gemini_2_5_flash_image_00,combined_spatial_cardinality_011,combined_spatial_cardinality_011_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a standard safety pin to the left of a napkin?
repair_vlm_060_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,combined_spatial_cardinality_030_identity_object_2,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable marble?
repair_vlm_060_job_0086_gemini_2_5_flash_image_00,job_0086_gemini_2_5_flash_image_00,combined_spatial_cardinality_030,combined_spatial_cardinality_030_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 3 clearly visible small paper clips?
repair_vlm_061_job_0087_gpt_image_1_00,job_0087_gpt_image_1_00,combined_spatial_cardinality_024,combined_spatial_cardinality_024_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 3 clearly visible thumbtacks?
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable cup?
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_cardinality,cardinality,ambiguous,clarify_ambiguous_constraint,Does the image contain exactly 5 clearly visible thin rubber bands?
repair_vlm_062_job_0089_gpt_image_1_00,job_0089_gpt_image_1_00,combined_spatial_cardinality_005,combined_spatial_cardinality_005_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a thin rubber band inside a cup?
repair_vlm_063_job_0090_gemini_2_5_flash_image_00,job_0090_gemini_2_5_flash_image_00,combined_spatial_cardinality_022,combined_spatial_cardinality_022_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 6 clearly visible thin rubber bands?
repair_vlm_064_job_0092_gemini_2_5_flash_image_00,job_0092_gemini_2_5_flash_image_00,combined_spatial_cardinality_027,combined_spatial_cardinality_027_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 4 clearly visible thumbtacks?
repair_vlm_065_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,combined_spatial_cardinality_018_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_065_job_0093_gpt_image_1_00,job_0093_gpt_image_1_00,combined_spatial_cardinality_018,combined_spatial_cardinality_018_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible coins?
repair_vlm_066_job_0095_gpt_image_1_00,job_0095_gpt_image_1_00,combined_spatial_cardinality_020,combined_spatial_cardinality_020_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 6 clearly visible marbles?
repair_vlm_067_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,combined_spatial_cardinality_003_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 4 clearly visible small paper clips?
repair_vlm_067_job_0096_gemini_2_5_flash_image_00,job_0096_gemini_2_5_flash_image_00,combined_spatial_cardinality_003,combined_spatial_cardinality_003_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a small paper clip inside a small box?
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_identity_object_1,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable small paper clip?
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible small paper clips?
repair_vlm_068_job_0101_gpt_image_1_00,job_0101_gpt_image_1_00,combined_spatial_cardinality_010,combined_spatial_cardinality_010_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a small paper clip to the left of a tray?
repair_vlm_069_job_0105_gpt_image_1_00,job_0105_gpt_image_1_00,combined_spatial_cardinality_006,combined_spatial_cardinality_006_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible thumbtacks?
repair_vlm_070_job_0108_gemini_2_5_flash_image_00,job_0108_gemini_2_5_flash_image_00,combined_spatial_cardinality_036,combined_spatial_cardinality_036_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible small paper clips?
repair_vlm_070_job_0108_gemini_2_5_flash_image_00,job_0108_gemini_2_5_flash_image_00,combined_spatial_cardinality_036,combined_spatial_cardinality_036_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a small paper clip to the right of a marble?
repair_vlm_071_job_0109_gpt_image_1_00,job_0109_gpt_image_1_00,single_attribute_022,single_attribute_022_identity_object_2,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable sheet of paper?
repair_vlm_072_job_0112_gemini_2_5_flash_image_00,job_0112_gemini_2_5_flash_image_00,single_attribute_012,single_attribute_012_identity_object_1,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable thin rubber band?
repair_vlm_072_job_0112_gemini_2_5_flash_image_00,job_0112_gemini_2_5_flash_image_00,single_attribute_012,single_attribute_012_attribute_object_1,attribute,fail,strengthen_failed_constraint,Does the image show a reflective metallic thin rubber band?
repair_vlm_073_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,single_attribute_024_identity_object_2,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable bottle cap?
repair_vlm_073_job_0116_gemini_2_5_flash_image_00,job_0116_gemini_2_5_flash_image_00,single_attribute_024,single_attribute_024_attribute_object_2,attribute,ambiguous,clarify_ambiguous_constraint,Does the image show a matte black bottle cap?
repair_vlm_074_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,single_attribute_019_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_074_job_0118_gemini_2_5_flash_image_00,job_0118_gemini_2_5_flash_image_00,single_attribute_019,single_attribute_019_attribute_object_2,attribute,ambiguous,clarify_ambiguous_constraint,Does the image show a glossy white coin?
repair_vlm_075_job_0119_gpt_image_1_00,job_0119_gpt_image_1_00,single_attribute_009,single_attribute_009_attribute_object_1,attribute,fail,strengthen_failed_constraint,Does the image show a glossy white tray?
repair_vlm_076_job_0121_gpt_image_1_00,job_0121_gpt_image_1_00,single_attribute_010,single_attribute_010_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_077_job_0123_gpt_image_1_00,job_0123_gpt_image_1_00,single_attribute_005,single_attribute_005_identity_object_1,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable standard safety pin?
repair_vlm_077_job_0123_gpt_image_1_00,job_0123_gpt_image_1_00,single_attribute_005,single_attribute_005_attribute_object_1,attribute,fail,strengthen_failed_constraint,Does the image show a reflective metallic standard safety pin?
repair_vlm_078_job_0125_gpt_image_1_00,job_0125_gpt_image_1_00,single_attribute_006,single_attribute_006_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_078_job_0125_gpt_image_1_00,job_0125_gpt_image_1_00,single_attribute_006,single_attribute_006_attribute_object_2,attribute,ambiguous,clarify_ambiguous_constraint,Does the image show a ceramic coin?
repair_vlm_079_job_0126_gemini_2_5_flash_image_00,job_0126_gemini_2_5_flash_image_00,single_attribute_003,single_attribute_003_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable small paper clip?
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable index card?
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_identity_object_2,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_080_job_0128_gemini_2_5_flash_image_00,job_0128_gemini_2_5_flash_image_00,single_attribute_021,single_attribute_021_attribute_object_2,attribute,ambiguous,clarify_ambiguous_constraint,Does the image show a glossy white coin?
repair_vlm_081_job_0137_gpt_image_1_00,job_0137_gpt_image_1_00,single_cardinality_009,single_cardinality_009_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 4 clearly visible small paper clips?
repair_vlm_082_job_0138_gemini_2_5_flash_image_00,job_0138_gemini_2_5_flash_image_00,single_cardinality_016,single_cardinality_016_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible small flat washers?
repair_vlm_083_job_0142_gemini_2_5_flash_image_00,job_0142_gemini_2_5_flash_image_00,single_cardinality_021,single_cardinality_021_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 6 clearly visible thin rubber bands?
repair_vlm_084_job_0146_gemini_2_5_flash_image_00,job_0146_gemini_2_5_flash_image_00,single_cardinality_013,single_cardinality_013_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_084_job_0146_gemini_2_5_flash_image_00,job_0146_gemini_2_5_flash_image_00,single_cardinality_013,single_cardinality_013_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible coins?
repair_vlm_085_job_0150_gemini_2_5_flash_image_00,job_0150_gemini_2_5_flash_image_00,single_cardinality_023,single_cardinality_023_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 6 clearly visible small flat washers?
repair_vlm_086_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,single_cardinality_019_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_086_job_0151_gpt_image_1_00,job_0151_gpt_image_1_00,single_cardinality_019,single_cardinality_019_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 6 clearly visible coins?
repair_vlm_087_job_0152_gemini_2_5_flash_image_00,job_0152_gemini_2_5_flash_image_00,single_cardinality_014,single_cardinality_014_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible small flat washers?
repair_vlm_088_job_0154_gemini_2_5_flash_image_00,job_0154_gemini_2_5_flash_image_00,single_cardinality_018,single_cardinality_018_cardinality,cardinality,fail,strengthen_failed_constraint,Does the image contain exactly 5 clearly visible thin rubber bands?
repair_vlm_089_job_0157_gpt_image_1_00,job_0157_gpt_image_1_00,single_spatial_013,single_spatial_013_identity_object_1,object_identity,ambiguous,clarify_ambiguous_constraint,Does the image contain a clearly identifiable coin?
repair_vlm_090_job_0166_gemini_2_5_flash_image_00,job_0166_gemini_2_5_flash_image_00,single_spatial_004,single_spatial_004_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable tray?
repair_vlm_091_job_0172_gemini_2_5_flash_image_00,job_0172_gemini_2_5_flash_image_00,single_spatial_011,single_spatial_011_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a small paper clip on top of a serving bowl?
repair_vlm_092_job_0176_gemini_2_5_flash_image_00,job_0176_gemini_2_5_flash_image_00,single_spatial_019,single_spatial_019_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable small paper clip?
repair_vlm_093_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,single_spatial_010_identity_object_2,object_identity,fail,strengthen_failed_constraint,Does the image contain a clearly identifiable serving bowl?
repair_vlm_093_job_0178_gemini_2_5_flash_image_00,job_0178_gemini_2_5_flash_image_00,single_spatial_010,single_spatial_010_spatial,spatial_relation,fail,strengthen_failed_constraint,Does the image show a small flat washer on top of a serving bowl?
